HISTORY_RCRD_ID,LAYER_RCRD_ID,HISTORY_ID,SILV_BASE_CD,START_YEAR,END_YEAR,LAYER_PCT 
207059,1309,1,"DI",,,
207067,1310,1,,,,
207076,1311,1,,,,
207090,1312,1,,,,
207097,1313,1,,,,
207124,1314,1,"DI",,,
207125,1316,1,,,,
207131,1317,1,,,,
207134,1318,1,,,,
207139,1319,1,,,,
207159,1320,1,,,,
207161,1321,1,,,,
207170,1322,1,,,,
207177,1323,1,,,,
207182,1324,1,,,,
207183,1325,1,,,,
207188,1326,1,,,,
207201,1327,1,,,,
207203,1328,1,"DI",,,
207206,1329,1,,,,
207214,1330,1,,,,
207227,1331,1,"DI",,,
207228,1333,1,,,,
207237,1334,1,,,,
207243,1335,1,,,,
207263,1336,1,,,,
207267,1337,1,,,,
207270,1338,1,,,,
207286,1339,1,,,,
207299,1340,1,,,,
207315,1341,1,,,,
207321,1342,1,,,,
207325,1343,1,,,,
207329,1344,1,"DI",,,
207339,1345,1,,,,
207359,1346,1,,,,
207360,1347,1,,,,
207682,1348,1,"DI",,,
207690,1349,1,"DI",,,
207699,1350,1,,,,
207701,1351,1,,,,
207705,1352,1,"DI",,,
207746,1353,1,,,,
207754,1354,1,"DI",,,
207772,1355,1,"DI",,,
207793,1356,1,,,,
207818,1357,1,,,,
207819,1358,1,,,,
207833,1359,1,"DI",,,
207882,1360,1,"DI",,,
207883,1361,1,,,,
207892,1363,1,"DI",,,
207893,1364,1,"DI",,,
207901,1365,1,"DI",,,
207909,1367,1,"DI",,,
207937,1369,1,,,,
207950,1371,1,,,,
207960,1372,1,,,,
207984,1373,1,"DI",,,
207985,1374,1,"DI",,,
208014,1375,1,"DI",,,
208015,1376,1,,,,
208016,1377,1,,,,
208017,1378,1,"DI",,,
208046,1379,1,,,,
208056,1380,1,"DI",,,
208060,1381,1,,,,
208062,1382,1,,,,
208063,1384,1,,,,
208081,1385,1,"DI",,,
208093,1386,1,,,,
208109,1387,1,,,,
208123,1388,1,"DI",,,
208128,1389,1,"DI",,,
208161,1391,1,"DI",,,
208165,1392,1,"DI",,,
208183,1393,1,,,,
208187,1394,1,,,,
208193,1395,1,,,,
208207,1397,1,,,,
208245,1398,1,"DI",,,
208264,1399,1,,,,
208268,1400,1,,,,
208278,1401,1,,,,
208280,1402,1,"DI",,,
208285,1403,1,"DI",,,
208288,1404,1,"DI",,,
208303,1405,1,,,,
208310,1406,1,,,,
208327,1407,1,,,,
208331,1408,1,"DI",,,
208339,1409,1,"DI",,,
208359,1410,1,"DI",,,
208374,1411,1,,,,
208386,1412,1,,,,
208394,1413,1,,,,
208395,1414,1,"DI",,,
208414,1416,1,,,,
208415,1417,1,,,,
208422,1419,1,,,,
208428,1420,1,,,,
208429,1422,1,,,,
208436,1423,1,,,,
208455,1424,1,"DI",,,
208463,1425,1,"DI",,,
208465,1426,1,,,,
208473,1427,1,,,,
208480,1428,1,"DI",,,
208494,1429,1,,,,
