LAYER_RCRD_ID,POLYGON_RCRD_ID,LAYER_ID,VDYP7_LAYER_ID,RANK_CODE,NON_FOREST_DESC,MEAS_UTIL_LEVEL,CC,BA,TPH,EST_SI_SPCS,EST_SI 
391,197129,"1",,"1",,7.500000,3.000000,0.000000,25.000000,,
392,197130,"1",,"1",,7.500000,15.000000,1.000000,150.000000,,
393,197131,"1",,"1",,7.500000,70.000000,15.000000,1600.000000,,
394,197132,"1",,"1",,7.500000,50.000000,20.000000,950.000000,,
395,197133,"1",,"1",,7.500000,60.000000,15.000000,1200.000000,,
396,197134,"1",,"1",,7.500000,50.000000,15.000000,1000.000000,,
397,197136,"1",,"1",,7.500000,50.000000,5.000000,800.000000,,
398,197137,"1",,"1",,7.500000,50.000000,40.000000,1400.000000,,
399,197138,"1",,"1",,7.500000,50.000000,5.000000,550.000000,,
400,197139,"1",,"1",,7.500000,50.000000,10.000000,700.000000,,
401,197140,"1",,"1",,7.500000,20.000000,1.000000,250.000000,,
402,197141,"1",,"1",,7.500000,40.000000,20.000000,750.000000,,
403,197142,"1",,"1",,7.500000,70.000000,25.000000,1450.000000,,
404,197143,"1",,"1",,7.500000,80.000000,40.000000,1700.000000,,
405,197144,"1",,"1",,7.500000,60.000000,30.000000,1550.000000,,
406,197145,"1",,"1",,7.500000,70.000000,20.000000,1800.000000,,
407,197146,"1",,"1",,7.500000,30.000000,2.000000,300.000000,,
408,197147,"1",,"1",,7.500000,5.000000,0.000000,50.000000,,
409,197148,"1",,"1",,7.500000,60.000000,50.000000,1300.000000,,
410,197149,"1",,"1",,7.500000,50.000000,40.000000,1500.000000,,
411,197150,"1",,"1",,7.500000,50.000000,15.000000,900.000000,,
412,197151,"1",,"1",,7.500000,65.000000,35.000000,1400.000000,,
413,197152,"1",,"1",,7.500000,50.000000,40.000000,1500.000000,,
414,197153,"1",,"1",,7.500000,60.000000,30.000000,1600.000000,,
415,197154,"1",,"1",,7.500000,60.000000,15.000000,1300.000000,,
416,197155,"1",,,,7.500000,2.000000,2.000000,15.000000,,
417,197155,"2",,"1",,7.500000,50.000000,3.000000,750.000000,,
418,197156,"1",,"1",,7.500000,30.000000,3.000000,550.000000,,
419,197157,"1",,"1",,7.500000,20.000000,3.000000,35.000000,,
420,197157,"2",,,,7.500000,30.000000,3.000000,1100.000000,,
421,197158,"1",,"1",,7.500000,60.000000,25.000000,1300.000000,,
422,197159,"1",,"1",,7.500000,70.000000,20.000000,1550.000000,,
423,197160,"1",,"1",,7.500000,60.000000,25.000000,1500.000000,,
424,197161,"1",,"1",,7.500000,60.000000,25.000000,1350.000000,,
425,197162,"1",,"1",,7.500000,50.000000,5.000000,850.000000,,
426,197163,"1",,,,7.500000,10.000000,5.000000,100.000000,,
427,197163,"2",,"1",,7.500000,50.000000,15.000000,1250.000000,,
428,197164,"1",,"1",,7.500000,60.000000,30.000000,1450.000000,,
429,197165,"1",,"1",,7.500000,70.000000,30.000000,1650.000000,,
430,197166,"1",,"1",,7.500000,40.000000,5.000000,250.000000,,
431,197167,"1",,,,7.500000,2.000000,1.000000,15.000000,,
432,197167,"2",,"1",,7.500000,30.000000,1.000000,500.000000,,
433,197168,"1",,"1",,7.500000,40.000000,3.000000,450.000000,,
434,197169,"1",,"1",,7.500000,5.000000,0.000000,15.000000,,
435,197170,"1",,"1",,7.500000,70.000000,20.000000,1600.000000,,
436,197171,"1",,"1",,7.500000,70.000000,40.000000,1400.000000,,
437,197172,"1",,"1",,7.500000,60.000000,15.000000,1400.000000,,
438,197173,"1",,"1",,7.500000,60.000000,30.000000,1500.000000,,
439,197174,"1",,"1",,7.500000,3.000000,0.000000,35.000000,,
440,197176,"1",,"1",,7.500000,35.000000,2.000000,400.000000,,
441,197177,"1",,"1",,7.500000,30.000000,1.000000,250.000000,,
442,197178,"1",,"1",,7.500000,60.000000,40.000000,1250.000000,,
443,197179,"1",,"1",,7.500000,50.000000,30.000000,1000.000000,,
444,197180,"1",,"1",,7.500000,40.000000,3.000000,450.000000,,
445,197181,"1",,"1",,7.500000,50.000000,20.000000,1200.000000,,
446,197182,"1",,"1",,7.500000,50.000000,10.000000,1000.000000,,
447,197183,"1",,"1",,7.500000,60.000000,15.000000,850.000000,,
448,197184,"1",,"1",,7.500000,70.000000,30.000000,1700.000000,,
449,197185,"1",,"1",,7.500000,60.000000,25.000000,1600.000000,,
450,197186,"1",,"1",,7.500000,50.000000,35.000000,1200.000000,,
451,197187,"1",,,,7.500000,2.000000,1.000000,25.000000,,
452,197187,"2",,"1",,7.500000,60.000000,20.000000,1600.000000,,
453,197188,"1",,"1",,7.500000,50.000000,30.000000,1250.000000,,
454,197189,"1",,"1",,7.500000,70.000000,25.000000,1600.000000,,
455,197190,"1",,"1",,7.500000,60.000000,15.000000,1700.000000,,
456,197191,"1",,"1",,7.500000,30.000000,3.000000,350.000000,,
457,197192,"1",,,,7.500000,5.000000,4.000000,35.000000,,
458,197192,"2",,"1",,7.500000,70.000000,20.000000,1750.000000,,
459,197193,"1",,,,7.500000,3.000000,1.000000,10.000000,,
460,197193,"2",,"1",,7.500000,60.000000,10.000000,1200.000000,,
461,197194,"1",,"1",,7.500000,60.000000,10.000000,1000.000000,,
462,197195,"1",,"1",,7.500000,50.000000,15.000000,800.000000,,
463,197196,"1",,"1",,7.500000,70.000000,40.000000,1400.000000,,
464,197197,"1",,"1",,7.500000,10.000000,1.000000,125.000000,,
465,197198,"1",,"1",,7.500000,35.000000,3.000000,750.000000,,
466,197199,"1",,"1",,7.500000,70.000000,25.000000,1700.000000,,
467,197200,"1",,"1",,7.500000,60.000000,20.000000,1600.000000,,
468,197201,"1",,"1",,7.500000,60.000000,5.000000,750.000000,,
469,197202,"1",,"1",,7.500000,70.000000,15.000000,1600.000000,,
470,197203,"1",,"1",,7.500000,60.000000,25.000000,1600.000000,,
471,197204,"1",,"1",,7.500000,60.000000,20.000000,1400.000000,,
472,197205,"1",,"1",,7.500000,50.000000,10.000000,700.000000,,
473,197206,"1",,"1",,7.500000,80.000000,25.000000,1600.000000,,
474,197207,"1",,"1",,7.500000,70.000000,30.000000,1400.000000,,
475,197208,"1",,"1",,7.500000,40.000000,2.000000,500.000000,,
476,197209,"1",,"1",,7.500000,70.000000,25.000000,1650.000000,,
477,197210,"1",,"1",,7.500000,50.000000,10.000000,500.000000,,
478,197211,"1",,"1",,7.500000,60.000000,40.000000,1200.000000,,
479,197212,"1",,"1",,7.500000,60.000000,25.000000,1450.000000,,
480,197213,"1",,,,7.500000,5.000000,3.000000,35.000000,,
481,197213,"2",,"1",,7.500000,60.000000,25.000000,1500.000000,,
482,197214,"1",,"1",,7.500000,30.000000,5.000000,350.000000,,
483,197215,"1",,"1",,7.500000,10.000000,1.000000,150.000000,,
484,197216,"1",,"1",,7.500000,60.000000,25.000000,1600.000000,,
485,197217,"1",,"1",,7.500000,40.000000,10.000000,600.000000,,
486,197218,"1",,"1",,7.500000,45.000000,15.000000,254.000000,,
487,197219,"1",,"1",,7.500000,50.000000,15.000000,1000.000000,,
488,197221,"1",,"1",,7.500000,10.000000,0.000000,15.000000,,
489,197222,"1",,"1",,7.500000,10.000000,1.000000,175.000000,,
490,197223,"1",,"1",,7.500000,60.000000,15.000000,1350.000000,,
491,197224,"1",,,,7.500000,5.000000,2.000000,40.000000,,
492,197224,"2",,"1",,7.500000,70.000000,25.000000,1600.000000,,
493,197225,"1",,"1",,7.500000,60.000000,40.000000,1400.000000,,
494,197226,"1",,"1",,7.500000,60.000000,40.000000,1300.000000,,
495,197227,"1",,"1",,7.500000,20.000000,1.000000,200.000000,,
496,197228,"1",,"1",,7.500000,10.000000,1.000000,80.000000,,
497,197229,"1",,"1",,7.500000,50.000000,30.000000,1400.000000,,
498,197230,"1",,"1",,7.500000,60.000000,40.000000,1500.000000,,
499,197231,"1",,"1",,7.500000,60.000000,30.000000,1300.000000,,
500,197232,"1",,"1",,7.500000,60.000000,30.000000,1400.000000,,
501,197233,"1",,"1",,7.500000,50.000000,20.000000,850.000000,,
502,197234,"1",,"1",,7.500000,30.000000,2.000000,200.000000,,
503,197235,"1",,"1",,7.500000,40.000000,3.000000,450.000000,,
504,197236,"1",,"1",,7.500000,60.000000,30.000000,1500.000000,,
505,197237,"1",,"1",,7.500000,60.000000,15.000000,1150.000000,,
506,197238,"1",,"1",,7.500000,50.000000,15.000000,1100.000000,,
507,197240,"1",,"1",,7.500000,60.000000,50.000000,1650.000000,,
508,197242,"1",,,,7.500000,10.000000,5.000000,100.000000,,
509,197242,"2",,"1",,7.500000,30.000000,3.000000,400.000000,,
510,197243,"1",,"1",,7.500000,20.000000,3.000000,200.000000,,
511,197243,"2",,,,7.500000,20.000000,2.000000,500.000000,,
512,197244,"1",,"1",,7.500000,20.000000,5.000000,50.000000,,
513,197244,"2",,,,7.500000,30.000000,3.000000,750.000000,,
514,197245,"1",,"1",,7.500000,10.000000,0.000000,200.000000,,
515,197246,"1",,,,7.500000,5.000000,3.000000,15.000000,,
516,197246,"2",,"1",,7.500000,50.000000,20.000000,1000.000000,,
517,197247,"1",,"1",,7.500000,60.000000,30.000000,1200.000000,,
518,197248,"1",,"1",,7.500000,50.000000,2.000000,1400.000000,,
519,197249,"1",,"1",,7.500000,10.000000,0.000000,100.000000,,
520,197250,"1",,"1",,7.500000,30.000000,3.000000,350.000000,,
521,197251,"1",,"1",,7.500000,60.000000,30.000000,1300.000000,,
522,197252,"1",,"1",,7.500000,60.000000,5.000000,1000.000000,,
523,197253,"1",,,,7.500000,4.000000,2.000000,15.000000,,
524,197253,"2",,"1",,7.500000,40.000000,2.000000,600.000000,,
525,197254,"1",,"1",,7.500000,50.000000,5.000000,500.000000,,
526,197255,"1",,"1",,7.500000,30.000000,2.000000,300.000000,,
527,197256,"1",,"1",,7.500000,60.000000,20.000000,1000.000000,,
528,197257,"1",,"1",,7.500000,15.000000,1.000000,100.000000,,
529,197258,"1",,"1",,7.500000,60.000000,40.000000,1500.000000,,
530,197259,"1",,"1",,7.500000,40.000000,5.000000,500.000000,,
531,197260,"1",,"1",,7.500000,60.000000,20.000000,1500.000000,,
532,197261,"1",,"1",,7.500000,50.000000,15.000000,950.000000,,
533,197262,"1",,"1",,7.500000,50.000000,20.000000,1000.000000,,
534,197263,"1",,"1",,7.500000,70.000000,30.000000,1700.000000,,
535,197264,"1",,"1",,7.500000,20.000000,5.000000,250.000000,,
536,197265,"1",,"1",,7.500000,50.000000,25.000000,1200.000000,,
537,197266,"1",,"1",,7.500000,50.000000,30.000000,1100.000000,,
538,197267,"1",,"1",,7.500000,40.000000,4.000000,350.000000,,
539,197268,"1",,"1",,7.500000,60.000000,5.000000,1500.000000,,
540,197270,"1",,"1",,7.500000,40.000000,2.000000,1500.000000,,
541,197271,"1",,"1",,7.500000,20.000000,1.000000,250.000000,,
542,197272,"1",,"1",,7.500000,60.000000,20.000000,1400.000000,,
543,197273,"1",,"1",,7.500000,60.000000,25.000000,1100.000000,,
544,197274,"1",,"1",,7.500000,60.000000,10.000000,1300.000000,,
545,197275,"1",,"1",,7.500000,50.000000,5.000000,1000.000000,,
546,197276,"1",,"1",,7.500000,10.000000,1.000000,125.000000,,
547,197277,"1",,"1",,7.500000,60.000000,20.000000,1500.000000,,
548,197278,"1",,"1",,7.500000,50.000000,45.000000,1500.000000,,
549,197279,"1",,"1",,7.500000,50.000000,15.000000,1000.000000,,
550,197280,"1",,"1",,7.500000,50.000000,15.000000,1300.000000,,
551,197281,"1",,"1",,7.500000,45.000000,5.000000,750.000000,,
552,197282,"1",,,,7.500000,5.000000,4.000000,10.000000,,
553,197282,"2",,"1",,7.500000,60.000000,40.000000,1500.000000,,
554,197283,"1",,"1",,7.500000,70.000000,35.000000,1500.000000,,
555,197284,"1",,"1",,7.500000,50.000000,20.000000,1200.000000,,
556,197285,"1",,"1",,7.500000,40.000000,5.000000,500.000000,,
557,197286,"1",,"1",,7.500000,70.000000,25.000000,1500.000000,,
558,197287,"1",,"1",,7.500000,60.000000,30.000000,1450.000000,,
559,197288,"1",,"1",,7.500000,70.000000,25.000000,1600.000000,,
560,197290,"1",,"1",,7.500000,50.000000,4.000000,750.000000,,
561,197291,"1",,"1",,7.500000,60.000000,10.000000,1400.000000,,
562,197292,"1",,"1",,7.500000,50.000000,20.000000,1250.000000,,
563,197293,"1",,"1",,7.500000,60.000000,40.000000,1500.000000,,
564,197294,"1",,"1",,7.500000,60.000000,15.000000,1500.000000,,
565,197295,"1",,"1",,7.500000,20.000000,1.000000,250.000000,,
566,197296,"1",,"1",,7.500000,35.000000,5.000000,500.000000,,
567,197297,"1",,"1",,7.500000,50.000000,15.000000,750.000000,,
568,197298,"1",,"1",,7.500000,50.000000,15.000000,1000.000000,,
569,197299,"1",,"1",,7.500000,45.000000,10.000000,800.000000,,
570,197300,"1",,"1",,7.500000,70.000000,25.000000,1650.000000,,
571,197301,"1",,"1",,7.500000,60.000000,15.000000,1500.000000,,
572,197302,"1",,"1",,7.500000,45.000000,7.000000,650.000000,,
573,197303,"1",,"1",,7.500000,60.000000,20.000000,1450.000000,,
574,197304,"1",,"1",,7.500000,70.000000,35.000000,1700.000000,,
575,197305,"1",,"1",,7.500000,40.000000,10.000000,1000.000000,,
576,197306,"1",,"1",,7.500000,35.000000,2.000000,500.000000,,
577,197308,"1",,,,7.500000,5.000000,1.000000,10.000000,,
578,197308,"2",,"1",,7.500000,50.000000,5.000000,650.000000,,
579,197310,"1",,"1",,7.500000,50.000000,15.000000,1250.000000,,
580,197311,"1",,"1",,7.500000,15.000000,1.000000,150.000000,,
581,197312,"1",,"1",,7.500000,45.000000,5.000000,800.000000,,
582,197313,"1",,"1",,7.500000,60.000000,45.000000,1500.000000,,
583,197314,"1",,"1",,7.500000,50.000000,15.000000,1000.000000,,
584,197315,"1",,,,7.500000,5.000000,1.000000,15.000000,,
585,197315,"2",,"1",,7.500000,50.000000,4.000000,450.000000,,
586,197316,"1",,"1",,7.500000,60.000000,25.000000,1500.000000,,
587,197317,"1",,,,7.500000,10.000000,3.000000,15.000000,,
588,197317,"2",,"1",,7.500000,50.000000,3.000000,750.000000,,
589,197318,"1",,,,7.500000,5.000000,2.000000,25.000000,,
590,197318,"2",,"1",,7.500000,50.000000,2.000000,600.000000,,
591,197319,"1",,,,7.500000,3.000000,1.000000,15.000000,,
592,197319,"2",,"1",,7.500000,70.000000,25.000000,1400.000000,,
593,197320,"1",,"1",,7.500000,60.000000,25.000000,1100.000000,,
594,197321,"1",,"1",,7.500000,80.000000,30.000000,1800.000000,,
595,197322,"1",,"1",,7.500000,60.000000,20.000000,1200.000000,,
596,197323,"1",,"1",,7.500000,30.000000,45.000000,1350.000000,,
597,197324,"1",,"1",,7.500000,30.000000,2.000000,300.000000,,
598,197325,"1",,"1",,7.500000,35.000000,4.000000,400.000000,,
599,197326,"1",,"1",,7.500000,70.000000,55.000000,1800.000000,,
600,197327,"1",,"1",,7.500000,70.000000,35.000000,1700.000000,,
601,197328,"1",,"1",,7.500000,60.000000,40.000000,1500.000000,,
602,197329,"1",,,,7.500000,2.000000,1.000000,10.000000,,
603,197329,"2",,"1",,7.500000,70.000000,35.000000,1750.000000,,
604,197330,"1",,"1",,7.500000,45.000000,1.000000,750.000000,,
605,197331,"1",,"1",,7.500000,2.000000,0.000000,5.000000,,
606,197332,"1",,"1",,7.500000,15.000000,2.000000,250.000000,,
607,197333,"1",,"1",,7.500000,40.000000,3.000000,350.000000,,
608,197334,"1",,"1",,7.500000,60.000000,40.000000,1700.000000,,
609,197335,"1",,"1",,7.500000,50.000000,20.000000,1100.000000,,
610,197336,"1",,"1",,7.500000,50.000000,15.000000,1200.000000,,
611,197337,"1",,"1",,7.500000,60.000000,50.000000,1450.000000,,
612,197338,"1",,"1",,7.500000,60.000000,15.000000,800.000000,,
613,197339,"1",,"1",,7.500000,70.000000,20.000000,1700.000000,,
614,197340,"1",,"1",,7.500000,40.000000,3.000000,400.000000,,
615,197341,"1",,"1",,7.500000,50.000000,15.000000,750.000000,,
616,197342,"1",,,,7.500000,3.000000,1.000000,10.000000,,
617,197342,"2",,"1",,7.500000,50.000000,2.000000,750.000000,,
618,197343,"1",,"1",,7.500000,40.000000,5.000000,600.000000,,
619,197344,"1",,"1",,7.500000,40.000000,15.000000,450.000000,,
620,197345,"1",,"1",,7.500000,40.000000,5.000000,500.000000,,
621,197346,"1",,"1",,7.500000,60.000000,25.000000,1400.000000,,
622,197347,"1",,"1",,7.500000,10.000000,1.000000,150.000000,,
623,197348,"1",,"1",,7.500000,50.000000,10.000000,600.000000,,
624,197349,"1",,"1",,7.500000,35.000000,5.000000,300.000000,,
625,197350,"1",,"1",,7.500000,70.000000,40.000000,1700.000000,,
626,197351,"1",,"1",,7.500000,60.000000,20.000000,1500.000000,,
627,197352,"1",,"1",,7.500000,15.000000,1.000000,100.000000,,
628,197353,"1",,"1",,7.500000,60.000000,25.000000,1250.000000,,
629,197354,"1",,"1",,7.500000,50.000000,10.000000,750.000000,,
630,197355,"1",,"1",,7.500000,30.000000,5.000000,250.000000,,
631,197356,"1",,"1",,7.500000,10.000000,1.000000,50.000000,,
632,197357,"1",,"1",,7.500000,20.000000,1.000000,150.000000,,
633,197358,"1",,"1",,7.500000,60.000000,15.000000,1100.000000,,
634,197359,"1",,"1",,7.500000,20.000000,3.000000,200.000000,,
635,197359,"2",,,,7.500000,40.000000,12.000000,1300.000000,,
636,197360,"1",,"1",,7.500000,40.000000,3.000000,450.000000,,
637,197361,"1",,"1",,7.500000,50.000000,15.000000,750.000000,,
638,197362,"1",,"1",,7.500000,40.000000,15.000000,350.000000,,
639,197362,"2",,,,7.500000,10.000000,1.000000,500.000000,,
640,197363,"1",,"1",,7.500000,15.000000,1.000000,250.000000,,
641,197364,"1",,"1",,7.500000,60.000000,25.000000,1200.000000,,
642,197365,"1",,"1",,7.500000,20.000000,4.000000,200.000000,,
643,197365,"2",,,,7.500000,30.000000,4.000000,1000.000000,,
644,197366,"1",,"1",,7.500000,10.000000,0.000000,25.000000,,
645,197367,"1",,"1",,7.500000,40.000000,7.000000,600.000000,,
646,197368,"1",,"1",,7.500000,10.000000,1.000000,150.000000,,
647,197369,"1",,"1",,7.500000,5.000000,0.000000,30.000000,,
648,197370,"1",,"1",,7.500000,50.000000,20.000000,1250.000000,,
649,197371,"1",,"1",,7.500000,40.000000,20.000000,1000.000000,,
650,197372,"1",,,,7.500000,5.000000,2.000000,35.000000,,
651,197372,"2",,"1",,7.500000,60.000000,25.000000,1600.000000,,
652,197373,"1",,"1",,7.500000,50.000000,15.000000,1150.000000,,
653,197374,"1",,"1",,7.500000,50.000000,30.000000,1600.000000,,
654,197375,"1",,"1",,7.500000,50.000000,35.000000,247.000000,,
655,197376,"1",,"1",,7.500000,60.000000,35.000000,1600.000000,,
656,197377,"1",,"1",,7.500000,60.000000,30.000000,1450.000000,,
657,197378,"1",,"1",,7.500000,60.000000,20.000000,1150.000000,,
658,197379,"1",,"1",,7.500000,10.000000,1.000000,100.000000,,
659,197380,"1",,"1",,7.500000,50.000000,40.000000,1200.000000,,
660,197381,"1",,"1",,7.500000,60.000000,50.000000,1600.000000,,
661,197382,"1",,"1",,7.500000,70.000000,35.000000,1550.000000,,
662,197383,"1",,"1",,7.500000,15.000000,1.000000,150.000000,,
663,197384,"1",,"1",,7.500000,50.000000,15.000000,850.000000,,
664,197385,"1",,"1",,7.500000,50.000000,10.000000,650.000000,,
665,197386,"1",,"1",,7.500000,50.000000,25.000000,1200.000000,,
666,197387,"1",,"1",,7.500000,50.000000,20.000000,1000.000000,,
667,197388,"1",,"1",,7.500000,20.000000,2.000000,250.000000,,
668,197389,"1",,"1",,7.500000,70.000000,25.000000,1600.000000,,
669,197390,"1",,"1",,7.500000,50.000000,15.000000,850.000000,,
670,197391,"1",,"1",,7.500000,15.000000,2.000000,250.000000,,
671,197392,"1",,"1",,7.500000,5.000000,0.000000,50.000000,,
672,197394,"1",,,,7.500000,4.000000,2.000000,15.000000,,
673,197394,"2",,"1",,7.500000,50.000000,2.000000,1000.000000,,
674,197395,"1",,"1",,7.500000,80.000000,30.000000,1600.000000,,
675,197396,"1",,"1",,7.500000,45.000000,5.000000,750.000000,,
676,197397,"1",,"1",,7.500000,60.000000,10.000000,1100.000000,,
677,197398,"1",,"1",,7.500000,35.000000,3.000000,300.000000,,
678,197399,"1",,"1",,7.500000,35.000000,10.000000,550.000000,,
679,197400,"1",,"1",,7.500000,40.000000,2.000000,200.000000,,
680,197401,"1",,"1",,7.500000,10.000000,1.000000,100.000000,,
681,197402,"1",,,,7.500000,3.000000,1.000000,20.000000,,
682,197402,"2",,"1",,7.500000,60.000000,10.000000,1200.000000,,
683,197403,"1",,"1",,7.500000,30.000000,3.000000,250.000000,,
684,197404,"1",,"1",,7.500000,45.000000,15.000000,850.000000,,
685,197405,"1",,"1",,7.500000,60.000000,30.000000,1600.000000,,
686,197406,"1",,"1",,7.500000,30.000000,1.000000,300.000000,,
687,197407,"1",,,,7.500000,10.000000,2.000000,35.000000,,
688,197407,"2",,"1",,7.500000,20.000000,1.000000,350.000000,,
689,197408,"1",,"1",,7.500000,60.000000,20.000000,1600.000000,,
690,197409,"1",,"1",,7.500000,70.000000,30.000000,1700.000000,,
691,197410,"1",,"1",,7.500000,50.000000,25.000000,1200.000000,,
692,197411,"1",,"1",,7.500000,35.000000,3.000000,250.000000,,
693,197412,"1",,"1",,7.500000,20.000000,3.000000,200.000000,,
694,197413,"1",,"1",,7.500000,60.000000,50.000000,1400.000000,,
695,197414,"1",,"1",,7.500000,10.000000,1.000000,150.000000,,
696,197415,"1",,,,7.500000,5.000000,5.000000,25.000000,,
697,197415,"2",,"1",,7.500000,60.000000,35.000000,1600.000000,,
698,197416,"1",,"1",,7.500000,50.000000,10.000000,900.000000,,
699,197417,"1",,"1",,7.500000,70.000000,20.000000,1400.000000,,
700,197418,"1",,"1",,7.500000,15.000000,2.000000,150.000000,,
701,197419,"1",,"1",,7.500000,60.000000,50.000000,1200.000000,,
702,197420,"1",,"1",,7.500000,70.000000,35.000000,1550.000000,,
703,197421,"1",,,,7.500000,5.000000,2.000000,15.000000,,
704,197421,"2",,"1",,7.500000,30.000000,1.000000,350.000000,,
705,197422,"1",,"1",,7.500000,45.000000,10.000000,850.000000,,
706,197423,"1",,"1",,7.500000,30.000000,5.000000,350.000000,,
707,197424,"1",,"1",,7.500000,50.000000,10.000000,1000.000000,,
708,197425,"1",,"1",,7.500000,30.000000,2.000000,200.000000,,
709,197426,"1",,"1",,7.500000,50.000000,10.000000,1000.000000,,
710,197427,"1",,"1",,7.500000,10.000000,1.000000,200.000000,,
711,197428,"1",,"1",,7.500000,15.000000,1.000000,150.000000,,
712,197429,"1",,"1",,7.500000,40.000000,15.000000,750.000000,,
713,197430,"1",,"1",,7.500000,50.000000,25.000000,1000.000000,,
714,197431,"1",,"1",,7.500000,60.000000,35.000000,1350.000000,,
715,197432,"1",,"1",,7.500000,50.000000,40.000000,244.000000,,
716,197433,"1",,"1",,7.500000,70.000000,25.000000,1650.000000,,
717,197434,"1",,"1",,7.500000,60.000000,35.000000,1500.000000,,
718,197435,"1",,"1",,7.500000,20.000000,1.000000,200.000000,,
719,197436,"1",,"1",,7.500000,60.000000,15.000000,1000.000000,,
720,197437,"1",,,,7.500000,10.000000,3.000000,25.000000,,
721,197437,"2",,"1",,7.500000,50.000000,2.000000,500.000000,,
722,197438,"1",,"1",,7.500000,60.000000,25.000000,1600.000000,,
723,197439,"1",,"1",,7.500000,70.000000,25.000000,1700.000000,,
724,197440,"1",,"1",,7.500000,30.000000,1.000000,250.000000,,
725,197441,"1",,"1",,7.500000,20.000000,0.000000,250.000000,,
726,197442,"1",,"1",,7.500000,35.000000,2.000000,350.000000,,
727,197443,"1",,"1",,7.500000,30.000000,5.000000,250.000000,,
728,197444,"1",,"1",,7.500000,50.000000,25.000000,1100.000000,,
729,197446,"1",,"1",,7.500000,70.000000,20.000000,1650.000000,,
730,197447,"1",,"1",,7.500000,60.000000,20.000000,1200.000000,,
731,197448,"1",,"1",,7.500000,35.000000,4.000000,400.000000,,
732,197449,"1",,"1",,7.500000,50.000000,3.000000,1000.000000,,
733,197450,"1",,"1",,7.500000,70.000000,25.000000,1500.000000,,
734,197451,"1",,"1",,7.500000,60.000000,20.000000,1000.000000,,
735,197452,"1",,"1",,7.500000,70.000000,15.000000,1500.000000,,
736,197453,"1",,"1",,7.500000,50.000000,15.000000,1000.000000,,
737,197454,"1",,"1",,7.500000,60.000000,50.000000,1500.000000,,
738,197455,"1",,"1",,7.500000,40.000000,5.000000,750.000000,,
739,197456,"1",,"1",,7.500000,35.000000,5.000000,300.000000,,
740,197457,"1",,"1",,7.500000,15.000000,1.000000,150.000000,,
741,197458,"1",,"1",,7.500000,15.000000,1.000000,150.000000,,
742,197459,"1",,"1",,7.500000,50.000000,15.000000,1000.000000,,
743,197460,"1",,"1",,7.500000,50.000000,30.000000,1200.000000,,
744,197461,"1",,"1",,7.500000,80.000000,25.000000,1600.000000,,
745,197462,"1",,"1",,7.500000,30.000000,1.000000,350.000000,,
746,197463,"1",,,,7.500000,5.000000,1.000000,15.000000,,
747,197463,"2",,"1",,7.500000,60.000000,15.000000,1250.000000,,
748,197464,"1",,"1",,7.500000,50.000000,10.000000,900.000000,,
749,197465,"1",,"1",,7.500000,25.000000,1.000000,250.000000,,
750,197466,"1",,"1",,7.500000,50.000000,15.000000,850.000000,,
751,197467,"1",,"1",,7.500000,20.000000,1.000000,100.000000,,
752,197468,"1",,"1",,7.500000,50.000000,15.000000,750.000000,,
753,197469,"1",,"1",,7.500000,40.000000,15.000000,1000.000000,,
754,197470,"1",,"1",,7.500000,40.000000,3.000000,450.000000,,
755,197471,"1",,"1",,7.500000,50.000000,5.000000,750.000000,,
756,197472,"1",,"1",,7.500000,30.000000,3.000000,300.000000,,
757,197473,"1",,"1",,7.500000,40.000000,20.000000,750.000000,,
758,197474,"1",,"1",,7.500000,40.000000,5.000000,550.000000,,
759,197475,"1",,"1",,7.500000,60.000000,50.000000,1600.000000,,
760,197477,"1",,"1",,7.500000,40.000000,7.000000,350.000000,,
761,197478,"1",,,,7.500000,10.000000,5.000000,50.000000,,
762,197478,"2",,"1",,7.500000,50.000000,30.000000,1400.000000,,
763,197479,"1",,"1",,7.500000,60.000000,50.000000,1450.000000,,
764,197480,"1",,"1",,7.500000,60.000000,30.000000,1550.000000,,
765,197481,"1",,"1",,7.500000,25.000000,1.000000,300.000000,,
766,197482,"1",,"1",,7.500000,60.000000,10.000000,1250.000000,,
767,197483,"1",,"1",,7.500000,60.000000,30.000000,1450.000000,,
768,197484,"1",,"1",,7.500000,40.000000,4.000000,400.000000,,
769,197485,"1",,"1",,7.500000,15.000000,1.000000,100.000000,,
770,197486,"1",,"1",,7.500000,15.000000,1.000000,150.000000,,
771,197487,"1",,"1",,7.500000,30.000000,2.000000,300.000000,,
772,197488,"1",,"1",,7.500000,60.000000,10.000000,1600.000000,,
773,197489,"1",,"1",,7.500000,70.000000,15.000000,1600.000000,,
774,197490,"1",,"1",,7.500000,80.000000,40.000000,2500.000000,,
775,197491,"1",,"1",,7.500000,60.000000,20.000000,1500.000000,,
776,197492,"1",,,,7.500000,5.000000,3.000000,15.000000,,
777,197492,"2",,"1",,7.500000,50.000000,5.000000,750.000000,,
778,197493,"1",,"1",,7.500000,60.000000,10.000000,1250.000000,,
779,197494,"1",,"1",,7.500000,60.000000,40.000000,1500.000000,,
780,197495,"1",,,,7.500000,5.000000,1.000000,25.000000,,
781,197495,"2",,"1",,7.500000,60.000000,2.000000,800.000000,,
782,197496,"1",,"1",,7.500000,50.000000,25.000000,1000.000000,,
783,197497,"1",,"1",,7.500000,20.000000,2.000000,250.000000,,
