POLYGON_RCRD_ID,OTHER_VEG_ID,LAND_COVER_CD,LAND_COVER_PCT 
197193,3,"BR",0.000
197194,1,"SH",5.000
197194,2,"HE",10.000
197194,3,"BR",0.000
197195,1,"SH",5.000
197195,2,"HE",15.000
197195,3,"BR",0.000
197196,2,"HE",5.000
197196,3,"BR",0.000
197197,1,"SH",5.000
197197,2,"HE",15.000
197197,3,"BR",20.000
197198,1,"SH",15.000
197198,2,"HE",35.000
197198,3,"BR",5.000
197199,1,"SH",5.000
197199,2,"HE",10.000
197199,3,"BR",0.000
197200,1,"SH",5.000
197200,2,"HE",15.000
197200,3,"BR",0.000
197201,2,"HE",10.000
197201,3,"BR",0.000
197202,2,"HE",10.000
197202,3,"BR",0.000
197203,1,"SH",5.000
197203,2,"HE",10.000
197203,3,"BR",0.000
197204,1,"SH",5.000
197204,2,"HE",10.000
197204,3,"BR",0.000
197205,1,"SH",15.000
197205,2,"HE",15.000
197205,3,"BR",0.000
197206,2,"HE",5.000
197206,3,"BR",0.000
197207,2,"HE",5.000
197207,3,"BR",0.000
197208,1,"SH",5.000
197208,2,"HE",25.000
197208,3,"BR",0.000
197209,2,"HE",5.000
197209,3,"BR",0.000
197210,1,"SH",10.000
197210,2,"HE",25.000
197210,3,"BR",0.000
197211,2,"HE",10.000
197211,3,"BR",0.000
197212,2,"HE",10.000
197212,3,"BR",0.000
197213,2,"HE",10.000
197213,3,"BR",0.000
197214,1,"SH",5.000
197214,2,"HE",40.000
197214,3,"BR",5.000
197215,1,"SH",5.000
197215,2,"HE",25.000
197215,3,"BR",15.000
197216,2,"HE",10.000
197216,3,"BR",0.000
197217,1,"SH",5.000
197217,2,"HE",40.000
197217,3,"BR",0.000
197218,1,"SH",10.000
197218,2,"HE",35.000
197218,3,"BR",0.000
197219,1,"SH",5.000
197219,2,"HE",30.000
197219,3,"BR",0.000
197221,1,"SH",5.000
197221,2,"HE",25.000
197221,3,"BR",20.000
197222,1,"SH",5.000
197222,2,"HE",45.000
197222,3,"BR",10.000
197223,2,"HE",5.000
197223,3,"BR",0.000
197224,2,"HE",10.000
197224,3,"BR",0.000
197225,1,"SH",5.000
197225,2,"HE",10.000
197225,3,"BR",0.000
197226,1,"SH",5.000
197226,2,"HE",10.000
197226,3,"BR",0.000
197227,1,"SH",10.000
197227,2,"HE",60.000
197227,3,"BR",0.000
197228,1,"SH",10.000
197228,2,"HE",60.000
197228,3,"BR",5.000
197229,1,"SH",5.000
197229,2,"HE",10.000
197229,3,"BR",0.000
197230,2,"HE",10.000
197230,3,"BR",0.000
197231,1,"SH",5.000
197231,2,"HE",20.000
197231,3,"BR",0.000
197232,2,"HE",10.000
197232,3,"BR",0.000
197233,1,"SH",5.000
197233,2,"HE",25.000
197233,3,"BR",0.000
197234,1,"SH",5.000
197234,2,"HE",45.000
197234,3,"BR",5.000
197235,1,"SH",5.000
197235,2,"HE",30.000
197235,3,"BR",5.000
197236,2,"HE",10.000
197236,3,"BR",0.000
197237,1,"SH",5.000
197237,2,"HE",15.000
197237,3,"BR",0.000
197238,1,"SH",5.000
197238,2,"HE",20.000
197238,3,"BR",0.000
197240,2,"HE",10.000
197240,3,"BR",5.000
197242,1,"SH",10.000
197242,2,"HE",30.000
197242,3,"BR",0.000
197243,1,"SH",10.000
197243,2,"HE",35.000
197243,3,"BR",0.000
197244,1,"SH",20.000
197244,2,"HE",20.000
197244,3,"BR",0.000
197245,1,"SH",5.000
197245,2,"HE",15.000
197245,3,"BR",10.000
197246,1,"SH",10.000
197246,2,"HE",25.000
197246,3,"BR",0.000
197247,2,"HE",10.000
197247,3,"BR",0.000
197248,1,"SH",15.000
197248,2,"HE",30.000
197248,3,"BR",0.000
197249,1,"SH",5.000
197249,2,"HE",5.000
197249,3,"BR",30.000
197250,1,"SH",5.000
197250,2,"HE",40.000
197250,3,"BR",5.000
197251,1,"SH",10.000
197251,2,"HE",15.000
197251,3,"BR",0.000
197252,1,"SH",5.000
197252,2,"HE",10.000
197252,3,"BR",0.000
197253,1,"SH",5.000
197253,2,"HE",25.000
197253,3,"BR",5.000
197254,1,"SH",10.000
197254,2,"HE",20.000
197254,3,"BR",5.000
197255,1,"SH",5.000
197255,2,"HE",10.000
197255,3,"BR",5.000
197256,2,"HE",10.000
197256,3,"BR",0.000
197257,1,"SH",15.000
197257,2,"HE",60.000
197257,3,"BR",5.000
197258,1,"SH",5.000
197258,2,"HE",10.000
197258,3,"BR",0.000
197259,1,"SH",5.000
197259,2,"HE",35.000
197259,3,"BR",5.000
197260,2,"HE",5.000
197260,3,"BR",0.000
197261,1,"SH",10.000
197261,2,"HE",20.000
197261,3,"BR",0.000
197262,1,"SH",5.000
197262,2,"HE",15.000
197262,3,"BR",0.000
197263,2,"HE",10.000
197263,3,"BR",0.000
197264,1,"SH",10.000
197264,2,"HE",45.000
197264,3,"BR",0.000
197265,1,"SH",5.000
197265,2,"HE",20.000
197265,3,"BR",0.000
197266,1,"SH",5.000
197266,2,"HE",15.000
197266,3,"BR",0.000
197267,1,"SH",10.000
197267,2,"HE",40.000
197267,3,"BR",0.000
197268,2,"HE",10.000
197268,3,"BR",0.000
197270,1,"SH",10.000
197270,2,"HE",30.000
197270,3,"BR",0.000
197271,1,"SH",25.000
197271,2,"HE",35.000
197271,3,"BR",0.000
197272,2,"HE",10.000
197272,3,"BR",0.000
197273,1,"SH",5.000
197273,2,"HE",10.000
197273,3,"BR",0.000
197274,2,"HE",10.000
197274,3,"BR",0.000
197275,1,"SH",5.000
197275,2,"HE",20.000
197275,3,"BR",0.000
197276,1,"SH",5.000
197276,2,"HE",20.000
197276,3,"BR",10.000
197277,2,"HE",10.000
197277,3,"BR",0.000
197278,1,"SH",5.000
197278,2,"HE",10.000
197278,3,"BR",5.000
197279,1,"SH",5.000
197279,2,"HE",15.000
197279,3,"BR",0.000
197280,2,"HE",10.000
197280,3,"BR",0.000
197281,1,"SH",5.000
197281,2,"HE",15.000
197281,3,"BR",0.000
197282,1,"SH",5.000
197282,2,"HE",10.000
197282,3,"BR",0.000
197283,2,"HE",5.000
197283,3,"BR",0.000
197284,1,"SH",5.000
197284,2,"HE",15.000
197284,3,"BR",0.000
197285,1,"SH",5.000
197285,2,"HE",30.000
197285,3,"BR",0.000
197286,1,"SH",5.000
197286,2,"HE",10.000
197286,3,"BR",0.000
197287,1,"SH",5.000
197287,2,"HE",10.000
197287,3,"BR",0.000
197288,2,"HE",5.000
197288,3,"BR",0.000
197290,1,"SH",10.000
197290,2,"HE",20.000
197290,3,"BR",0.000
197291,2,"HE",20.000
197291,3,"BR",0.000
197292,1,"SH",5.000
197292,2,"HE",20.000
197292,3,"BR",0.000
197293,1,"SH",5.000
197293,2,"HE",10.000
197293,3,"BR",0.000
197294,2,"HE",10.000
197294,3,"BR",0.000
197295,1,"SH",5.000
197295,2,"HE",30.000
197295,3,"BR",10.000
197296,1,"SH",5.000
197296,2,"HE",35.000
197296,3,"BR",5.000
197297,1,"SH",5.000
197297,2,"HE",15.000
197297,3,"BR",0.000
197298,1,"SH",5.000
197298,2,"HE",20.000
197298,3,"BR",0.000
197299,1,"SH",5.000
197299,2,"HE",35.000
197299,3,"BR",0.000
197300,1,"SH",5.000
197300,2,"HE",10.000
197300,3,"BR",0.000
197301,1,"SH",5.000
197301,2,"HE",20.000
197301,3,"BR",0.000
197302,1,"SH",5.000
197302,2,"HE",40.000
197302,3,"BR",0.000
197303,2,"HE",10.000
197303,3,"BR",0.000
197304,2,"HE",5.000
197304,3,"BR",0.000
197305,1,"SH",10.000
197305,2,"HE",25.000
197305,3,"BR",5.000
197306,1,"SH",5.000
197306,2,"HE",25.000
197306,3,"BR",10.000
197308,1,"SH",5.000
197308,2,"HE",20.000
197308,3,"BR",0.000
197310,1,"SH",5.000
197310,2,"HE",10.000
197310,3,"BR",0.000
197311,1,"SH",15.000
197311,2,"HE",60.000
197311,3,"BR",0.000
197312,1,"SH",5.000
197312,2,"HE",30.000
197312,3,"BR",0.000
197313,1,"SH",5.000
197313,2,"HE",5.000
197313,3,"BR",0.000
197314,1,"SH",5.000
197314,2,"HE",15.000
197314,3,"BR",0.000
197315,1,"SH",5.000
197315,2,"HE",20.000
197315,3,"BR",0.000
197316,1,"SH",5.000
197316,2,"HE",15.000
197316,3,"BR",0.000
197317,1,"SH",5.000
197317,2,"HE",25.000
197317,3,"BR",0.000
197318,1,"SH",5.000
197318,2,"HE",30.000
197318,3,"BR",0.000
197319,2,"HE",10.000
197319,3,"BR",0.000
197320,1,"SH",5.000
197320,2,"HE",10.000
197320,3,"BR",0.000
197321,2,"HE",5.000
197321,3,"BR",0.000
197322,1,"SH",5.000
197322,2,"HE",10.000
197322,3,"BR",0.000
197323,1,"SH",5.000
197323,2,"HE",10.000
197323,3,"BR",0.000
197324,1,"SH",5.000
197324,2,"HE",25.000
197324,3,"BR",10.000
197325,1,"SH",5.000
197325,2,"HE",40.000
197325,3,"BR",5.000
197326,2,"HE",5.000
197326,3,"BR",0.000
197327,2,"HE",10.000
197327,3,"BR",0.000
197328,2,"HE",10.000
197328,3,"BR",0.000
197329,2,"HE",10.000
197329,3,"BR",0.000
197330,1,"SH",20.000
197330,2,"HE",30.000
197330,3,"BR",0.000
197331,1,"SH",25.000
197331,2,"HE",50.000
197331,3,"BR",0.000
197332,1,"SH",5.000
197332,2,"HE",15.000
197332,3,"BR",20.000
197333,1,"SH",5.000
197333,2,"HE",35.000
197333,3,"BR",0.000
197334,2,"HE",10.000
197334,3,"BR",0.000
197335,1,"SH",5.000
197335,2,"HE",20.000
197335,3,"BR",0.000
197336,1,"SH",5.000
197336,2,"HE",10.000
197336,3,"BR",0.000
197337,2,"HE",10.000
197337,3,"BR",0.000
197338,2,"HE",15.000
197338,3,"BR",0.000
197339,2,"HE",5.000
197339,3,"BR",0.000
197340,1,"SH",5.000
197340,2,"HE",40.000
197340,3,"BR",5.000
197341,1,"SH",5.000
197341,2,"HE",30.000
197341,3,"BR",0.000
197342,1,"SH",5.000
197342,2,"HE",25.000
197342,3,"BR",5.000
197343,1,"SH",5.000
197343,2,"HE",45.000
197343,3,"BR",0.000
197344,1,"SH",10.000
197344,2,"HE",35.000
197344,3,"BR",5.000
197345,1,"SH",10.000
197345,2,"HE",35.000
197345,3,"BR",0.000
197346,1,"SH",5.000
197346,2,"HE",15.000
197346,3,"BR",0.000
197347,1,"SH",5.000
197347,2,"HE",25.000
197347,3,"BR",15.000
197348,1,"SH",5.000
197348,2,"HE",30.000
197348,3,"BR",0.000
197349,1,"SH",5.000
197349,2,"HE",40.000
197349,3,"BR",0.000
197350,2,"HE",5.000
197350,3,"BR",0.000
197351,2,"HE",10.000
197351,3,"BR",0.000
197352,1,"SH",10.000
197352,2,"HE",40.000
197352,3,"BR",10.000
197353,2,"HE",10.000
197353,3,"BR",0.000
197354,1,"SH",5.000
197354,2,"HE",20.000
197354,3,"BR",5.000
197355,1,"SH",5.000
197355,2,"HE",30.000
197355,3,"BR",5.000
197356,1,"SH",15.000
197356,2,"HE",50.000
197356,3,"BR",5.000
197357,1,"SH",10.000
197357,2,"HE",40.000
197357,3,"BR",5.000
197358,1,"SH",5.000
197358,2,"HE",5.000
197358,3,"BR",0.000
197359,2,"HE",10.000
197359,3,"BR",0.000
197360,1,"SH",5.000
197360,2,"HE",30.000
197360,3,"BR",5.000
197361,1,"SH",10.000
197361,2,"HE",25.000
197361,3,"BR",0.000
197362,1,"SH",5.000
197362,2,"HE",25.000
197362,3,"BR",0.000
197363,1,"SH",15.000
197363,2,"HE",55.000
197363,3,"BR",0.000
197364,1,"SH",5.000
197364,2,"HE",10.000
197364,3,"BR",0.000
197365,1,"SH",10.000
197365,2,"HE",30.000
197365,3,"BR",0.000
197366,1,"SH",10.000
197366,2,"HE",10.000
197366,3,"BR",15.000
197367,1,"SH",5.000
197367,2,"HE",40.000
197367,3,"BR",0.000
197368,1,"SH",5.000
197368,2,"HE",30.000
197368,3,"BR",10.000
197369,1,"SH",15.000
197369,2,"HE",45.000
197369,3,"BR",0.000
197370,1,"SH",5.000
197370,2,"HE",20.000
197370,3,"BR",0.000
197371,1,"SH",10.000
197371,2,"HE",30.000
197371,3,"BR",0.000
197372,2,"HE",10.000
197372,3,"BR",0.000
197373,1,"SH",5.000
197373,2,"HE",10.000
197373,3,"BR",0.000
197374,2,"HE",10.000
197374,3,"BR",0.000
197375,1,"SH",5.000
197375,2,"HE",15.000
197375,3,"BR",0.000
197376,2,"HE",10.000
197376,3,"BR",0.000
197377,1,"SH",5.000
197377,2,"HE",15.000
197377,3,"BR",0.000
197378,1,"SH",5.000
197378,2,"HE",15.000
197378,3,"BR",0.000
197379,1,"SH",30.000
197379,2,"HE",40.000
197379,3,"BR",0.000
197380,1,"SH",5.000
197380,2,"HE",10.000
197380,3,"BR",0.000
197381,1,"SH",5.000
197381,2,"HE",10.000
197381,3,"BR",0.000
197382,2,"HE",10.000
197382,3,"BR",0.000
197383,1,"SH",5.000
197383,2,"HE",15.000
197383,3,"BR",15.000
197384,1,"SH",10.000
197384,2,"HE",10.000
197384,3,"BR",0.000
197385,1,"SH",5.000
197385,2,"HE",15.000
197385,3,"BR",0.000
197386,1,"SH",5.000
197386,2,"HE",15.000
197386,3,"BR",0.000
197387,1,"SH",10.000
197387,2,"HE",10.000
197387,3,"BR",0.000
197388,1,"SH",10.000
197388,2,"HE",40.000
197388,3,"BR",5.000
197389,2,"HE",5.000
197389,3,"BR",0.000
197390,2,"HE",15.000
197390,3,"BR",5.000
197391,1,"SH",5.000
197391,2,"HE",15.000
197391,3,"BR",20.000
197392,1,"SH",15.000
197392,2,"HE",60.000
197392,3,"BR",5.000
197394,1,"SH",5.000
197394,2,"HE",25.000
197394,3,"BR",0.000
197395,2,"HE",5.000
197395,3,"BR",0.000
197396,1,"SH",5.000
197396,2,"HE",20.000
197396,3,"BR",5.000
197397,1,"SH",5.000
197397,2,"HE",20.000
197397,3,"BR",0.000
197398,1,"SH",5.000
197398,2,"HE",40.000
197398,3,"BR",5.000
197399,1,"SH",5.000
197399,2,"HE",45.000
197399,3,"BR",0.000
197400,1,"SH",15.000
197400,2,"HE",25.000
197400,3,"BR",5.000
197401,1,"SH",10.000
197401,2,"HE",50.000
197401,3,"BR",5.000
197402,1,"SH",5.000
197402,2,"HE",10.000
197402,3,"BR",0.000
197403,1,"SH",5.000
197403,2,"HE",40.000
197403,3,"BR",5.000
197404,1,"SH",30.000
197404,2,"HE",15.000
197404,3,"BR",0.000
197405,1,"SH",5.000
197405,2,"HE",10.000
197405,3,"BR",0.000
197406,1,"SH",5.000
197406,2,"HE",25.000
197406,3,"BR",10.000
197407,1,"SH",5.000
197407,2,"HE",45.000
197407,3,"BR",0.000
197408,1,"SH",5.000
197408,2,"HE",15.000
197408,3,"BR",0.000
197409,2,"HE",5.000
197409,3,"BR",0.000
197410,1,"SH",5.000
197410,2,"HE",10.000
197410,3,"BR",0.000
197411,1,"SH",10.000
197411,2,"HE",35.000
197411,3,"BR",5.000
197412,1,"SH",5.000
197412,2,"HE",60.000
197412,3,"BR",0.000
197413,2,"HE",10.000
197413,3,"BR",0.000
197414,1,"SH",5.000
197414,2,"HE",15.000
197414,3,"BR",10.000
197415,2,"HE",5.000
197415,3,"BR",0.000
197416,1,"SH",5.000
197416,2,"HE",20.000
197416,3,"BR",0.000
197417,2,"HE",10.000
197417,3,"BR",0.000
197418,1,"SH",25.000
197418,2,"HE",40.000
197418,3,"BR",0.000
197419,2,"HE",10.000
197419,3,"BR",0.000
197420,2,"HE",10.000
197420,3,"BR",0.000
197421,1,"SH",5.000
197421,2,"HE",40.000
197421,3,"BR",0.000
197422,1,"SH",5.000
197422,2,"HE",25.000
197422,3,"BR",0.000
197423,1,"SH",5.000
197423,2,"HE",35.000
197423,3,"BR",5.000
197424,1,"SH",5.000
197424,2,"HE",15.000
197424,3,"BR",0.000
197425,1,"SH",5.000
197425,2,"HE",45.000
197425,3,"BR",5.000
197426,1,"SH",5.000
197426,2,"HE",15.000
197426,3,"BR",0.000
197427,1,"SH",5.000
197427,2,"HE",20.000
197427,3,"BR",10.000
197428,1,"SH",5.000
197428,2,"HE",15.000
197428,3,"BR",15.000
197429,1,"SH",5.000
197429,2,"HE",30.000
197429,3,"BR",5.000
197430,1,"SH",20.000
197430,2,"HE",20.000
197430,3,"BR",0.000
197431,2,"HE",10.000
197431,3,"BR",0.000
197432,1,"SH",10.000
197432,2,"HE",10.000
197432,3,"BR",0.000
197433,2,"HE",5.000
197433,3,"BR",0.000
197434,1,"SH",5.000
197434,2,"HE",10.000
197434,3,"BR",0.000
197435,1,"SH",10.000
197435,2,"HE",40.000
197435,3,"BR",15.000
197436,1,"SH",5.000
197436,2,"HE",10.000
197436,3,"BR",0.000
197437,2,"HE",20.000
197437,3,"BR",0.000
197438,2,"HE",5.000
197438,3,"BR",0.000
197439,2,"HE",5.000
197439,3,"BR",0.000
197440,1,"SH",10.000
197440,2,"HE",20.000
197440,3,"BR",10.000
197441,1,"SH",25.000
197441,2,"HE",40.000
197441,3,"BR",0.000
197442,1,"SH",5.000
197442,2,"HE",20.000
197442,3,"BR",15.000
197443,1,"SH",5.000
197443,2,"HE",30.000
197443,3,"BR",5.000
197444,1,"SH",5.000
197444,2,"HE",20.000
197444,3,"BR",0.000
197446,2,"HE",5.000
197446,3,"BR",0.000
197447,1,"SH",5.000
197447,2,"HE",15.000
197447,3,"BR",0.000
197448,1,"SH",5.000
197448,2,"HE",40.000
197448,3,"BR",5.000
197449,1,"SH",5.000
197449,2,"HE",20.000
197449,3,"BR",0.000
197450,2,"HE",5.000
197450,3,"BR",0.000
197451,1,"SH",5.000
197451,2,"HE",10.000
197451,3,"BR",0.000
197452,2,"HE",5.000
197452,3,"BR",0.000
197453,1,"SH",10.000
197453,2,"HE",30.000
197453,3,"BR",0.000
197454,2,"HE",10.000
197454,3,"BR",0.000
197455,1,"SH",10.000
197455,2,"HE",20.000
197455,3,"BR",0.000
197456,1,"SH",5.000
197456,2,"HE",15.000
197456,3,"BR",0.000
197457,1,"SH",20.000
197457,2,"HE",40.000
197457,3,"BR",5.000
197458,2,"HE",45.000
197458,3,"BR",0.000
197459,1,"SH",10.000
197459,2,"HE",20.000
197459,3,"BR",0.000
197460,1,"SH",5.000
197460,2,"HE",20.000
197460,3,"BR",0.000
197461,2,"HE",5.000
197461,3,"BR",0.000
197462,1,"SH",10.000
197462,2,"HE",45.000
197462,3,"BR",5.000
197463,1,"SH",5.000
197463,2,"HE",5.000
197463,3,"BR",0.000
197464,1,"SH",10.000
197464,2,"HE",25.000
197464,3,"BR",0.000
197465,1,"SH",15.000
197465,2,"HE",15.000
197465,3,"BR",5.000
197466,1,"SH",10.000
197466,2,"HE",10.000
197466,3,"BR",0.000
197467,1,"SH",5.000
197467,2,"HE",50.000
197467,3,"BR",10.000
197468,2,"HE",10.000
197468,3,"BR",0.000
197469,2,"HE",5.000
197469,3,"BR",0.000
197470,1,"SH",5.000
197470,2,"HE",30.000
197470,3,"BR",5.000
197471,1,"SH",5.000
197471,2,"HE",25.000
197471,3,"BR",0.000
197472,1,"SH",5.000
197472,2,"HE",25.000
197472,3,"BR",10.000
197473,1,"SH",5.000
197473,2,"HE",45.000
197473,3,"BR",0.000
197474,1,"SH",5.000
197474,2,"HE",35.000
197474,3,"BR",0.000
197475,2,"HE",10.000
197475,3,"BR",0.000
197477,1,"SH",5.000
197477,2,"HE",35.000
197477,3,"BR",0.000
197478,2,"HE",10.000
197478,3,"BR",0.000
197479,1,"SH",5.000
197479,2,"HE",10.000
197479,3,"BR",0.000
197480,1,"SH",5.000
197480,2,"HE",15.000
197480,3,"BR",0.000
197481,1,"SH",15.000
197481,3,"BR",25.000
197482,2,"HE",10.000
197482,3,"BR",0.000
197483,1,"SH",5.000
197483,2,"HE",15.000
197483,3,"BR",0.000
197484,1,"SH",5.000
197484,2,"HE",40.000
197484,3,"BR",0.000
197485,1,"SH",10.000
197485,2,"HE",40.000
197485,3,"BR",10.000
197486,1,"SH",5.000
197486,2,"HE",20.000
197486,3,"BR",10.000
197487,1,"SH",5.000
197487,2,"HE",35.000
197487,3,"BR",5.000
197488,2,"HE",5.000
197488,3,"BR",0.000
197489,2,"HE",5.000
197489,3,"BR",0.000
197490,2,"HE",5.000
197490,3,"BR",0.000
197491,2,"HE",15.000
197491,3,"BR",0.000
197492,1,"SH",5.000
197492,2,"HE",15.000
197492,3,"BR",0.000
197493,2,"HE",15.000
197493,3,"BR",0.000
197494,2,"HE",10.000
197494,3,"BR",0.000
197495,1,"SH",5.000
197495,2,"HE",20.000
197495,3,"BR",0.000
197496,1,"SH",10.000
197496,2,"HE",30.000
197496,3,"BR",0.000
197497,1,"SH",5.000
197497,2,"HE",15.000
197497,3,"BR",15.000
197498,1,"SH",40.000
197498,2,"HE",35.000
197498,3,"BR",0.000
197499,1,"SH",5.000
197499,2,"HE",40.000
197499,3,"BR",5.000
197501,1,"SH",10.000
197501,2,"HE",25.000
197501,3,"BR",5.000
197502,1,"SH",10.000
197502,2,"HE",40.000
197502,3,"BR",5.000
197503,1,"SH",5.000
197503,2,"HE",30.000
197503,3,"BR",5.000
197504,1,"SH",5.000
197504,2,"HE",20.000
197504,3,"BR",0.000
197510,3,"BR",0.000
197513,3,"BR",0.000
197514,3,"BR",0.000
197525,3,"BR",0.000
197531,3,"BR",0.000
197532,3,"BR",0.000
197542,3,"BR",0.000
197544,3,"BR",0.000
197552,3,"BR",0.000
197554,3,"BR",0.000
197566,3,"BR",0.000
197567,3,"BR",0.000
197568,3,"BR",0.000
197576,3,"BR",0.000
197577,3,"BR",0.000
197582,3,"BR",0.000
197598,3,"BR",0.000
197601,3,"BR",0.000
197602,3,"BR",0.000
197608,3,"BR",0.000
197609,3,"BR",0.000
197616,3,"BR",0.000
197632,3,"BR",0.000
197634,3,"BR",0.000
197639,3,"BR",0.000
197641,3,"BR",0.000
197646,3,"BR",0.000
197649,3,"BR",0.000
197653,3,"BR",0.000
197657,3,"BR",0.000
197661,3,"BR",0.000
197663,3,"BR",0.000
197665,3,"BR",0.000
197670,3,"BR",0.000
197680,3,"BR",0.000
197682,3,"BR",0.000
197684,3,"BR",0.000
197687,3,"BR",0.000
197692,3,"BR",0.000
197699,3,"BR",0.000
197706,3,"BR",0.000
197707,3,"BR",0.000
197709,3,"BR",0.000
197713,3,"BR",0.000
197716,3,"BR",0.000
197717,3,"BR",0.000
197725,3,"BR",0.000
197727,3,"BR",0.000
197731,3,"BR",0.000
197737,3,"BR",0.000
197744,3,"BR",0.000
197749,3,"BR",0.000
197757,3,"BR",0.000
197764,3,"BR",0.000
197768,3,"BR",0.000
197774,3,"BR",0.000
197776,3,"BR",0.000
197778,3,"BR",0.000
197779,3,"BR",0.000
197780,3,"BR",0.000
197781,3,"BR",0.000
197785,3,"BR",0.000
197793,3,"BR",0.000
197802,3,"BR",0.000
197809,3,"BR",0.000
197818,3,"BR",0.000
197819,3,"BR",0.000
197821,3,"BR",0.000
197824,3,"BR",0.000
197835,3,"BR",0.000
197840,3,"BR",0.000
197843,3,"BR",0.000
197857,3,"BR",0.000
197867,3,"BR",0.000
197868,3,"BR",0.000
197870,3,"BR",0.000
197872,3,"BR",0.000
197873,3,"BR",0.000
197879,3,"BR",0.000
197881,3,"BR",0.000
197883,3,"BR",0.000
197885,3,"BR",0.000
197900,3,"BR",0.000
197902,3,"BR",0.000
197904,3,"BR",0.000
197909,3,"BR",0.000
197919,3,"BR",0.000
197927,3,"BR",0.000
197929,3,"BR",0.000
197941,3,"BR",0.000
197942,3,"BR",0.000
197944,3,"BR",0.000
197945,3,"BR",0.000
197950,3,"BR",0.000
197951,3,"BR",0.000
197952,3,"BR",0.000
197956,1,"SH",10.000
197956,2,"HE",25.000
197956,3,"BR",0.000
197961,1,"SH",5.000
197961,2,"HE",60.000
197961,3,"BR",0.000
197963,1,"SH",5.000
197963,2,"HE",15.000
197963,3,"BR",0.000
197965,1,"SH",5.000
197965,2,"HE",15.000
197965,3,"BR",0.000
197968,1,"SH",5.000
197968,2,"HE",40.000
197968,3,"BR",5.000
197970,1,"SH",5.000
197970,2,"HE",85.000
197970,3,"BR",0.000
197972,1,"SH",9.000
197972,2,"HE",75.000
197972,3,"BR",0.000
197974,1,"SH",5.000
197974,2,"HE",5.000
197974,3,"BR",0.000
197975,1,"SH",5.000
197975,2,"HE",50.000
197975,3,"BR",0.000
197976,1,"SH",5.000
197976,2,"HE",35.000
197976,3,"BR",0.000
197996,1,"SH",5.000
197996,2,"HE",15.000
197996,3,"BR",20.000
197999,1,"SH",5.000
197999,2,"HE",60.000
197999,3,"BR",0.000
198000,1,"SH",10.000
198000,2,"HE",40.000
198000,3,"BR",0.000
198003,1,"SH",5.000
198003,2,"HE",30.000
198003,3,"BR",5.000
198006,2,"HE",10.000
198006,3,"BR",0.000
198015,1,"SH",5.000
198015,2,"HE",85.000
198015,3,"BR",0.000
198022,1,"SH",25.000
198022,2,"HE",60.000
198022,3,"BR",0.000
198025,1,"SH",5.000
198025,2,"HE",10.000
198025,3,"BR",0.000
198026,1,"SH",10.000
198026,2,"HE",25.000
198026,3,"BR",5.000
198029,1,"SH",5.000
198029,2,"HE",15.000
198029,3,"BR",0.000
198033,1,"SH",20.000
198033,2,"HE",15.000
198033,3,"BR",0.000
198034,1,"SH",10.000
198034,2,"HE",30.000
198034,3,"BR",0.000
198035,1,"SH",5.000
198035,2,"HE",30.000
198035,3,"BR",20.000
198036,2,"HE",10.000
198036,3,"BR",5.000
198037,1,"SH",9.000
198037,2,"HE",75.000
198037,3,"BR",0.000
198044,1,"SH",20.000
198044,2,"HE",60.000
198044,3,"BR",7.000
198046,1,"SH",5.000
198046,2,"HE",50.000
198046,3,"BR",0.000
198047,1,"SH",5.000
198047,2,"HE",5.000
198047,3,"BR",25.000
198054,1,"SH",5.000
198054,2,"HE",25.000
198054,3,"BR",20.000
198060,1,"SH",10.000
198060,2,"HE",40.000
198060,3,"BR",0.000
198062,1,"SH",10.000
198062,2,"HE",35.000
198062,3,"BR",0.000
198065,1,"SH",10.000
198065,2,"HE",25.000
198065,3,"BR",0.000
198068,2,"HE",40.000
198068,3,"BR",0.000
198072,1,"SH",5.000
198072,2,"HE",50.000
198072,3,"BR",0.000
198075,1,"SH",5.000
198075,2,"HE",15.000
198075,3,"BR",0.000
198076,1,"SH",10.000
198076,2,"HE",20.000
198076,3,"BR",5.000
198077,1,"SH",5.000
198077,2,"HE",15.000
198077,3,"BR",15.000
198078,1,"SH",5.000
198078,2,"HE",50.000
198078,3,"BR",0.000
198081,1,"SH",10.000
198081,2,"HE",30.000
198081,3,"BR",10.000
198087,1,"SH",5.000
198087,2,"HE",25.000
198087,3,"BR",0.000
198088,1,"SH",5.000
198088,2,"HE",10.000
198088,3,"BR",0.000
198092,1,"SH",5.000
198092,2,"HE",15.000
198092,3,"BR",10.000
198093,1,"SH",10.000
198093,2,"HE",25.000
198093,3,"BR",5.000
198095,1,"SH",10.000
198095,2,"HE",30.000
198095,3,"BR",5.000
198097,1,"SH",10.000
198097,2,"HE",40.000
198097,3,"BR",0.000
198098,1,"SH",10.000
198098,2,"HE",40.000
198098,3,"BR",0.000
198102,2,"HE",5.000
198102,3,"BR",0.000
198103,1,"SH",10.000
198103,2,"HE",30.000
198103,3,"BR",0.000
198104,1,"SH",5.000
198104,2,"HE",15.000
198104,3,"BR",15.000
198109,1,"SH",5.000
198109,2,"HE",40.000
198109,3,"BR",5.000
198121,1,"SH",25.000
198121,2,"HE",15.000
198121,3,"BR",0.000
198134,2,"HE",10.000
198134,3,"BR",0.000
198142,1,"SH",5.000
198142,2,"HE",20.000
198142,3,"BR",0.000
198149,1,"SH",5.000
198149,2,"HE",25.000
198149,3,"BR",0.000
