POLYGON_RCRD_ID,OTHER_VEG_ID,LAND_COVER_CD,LAND_COVER_PCT 
198150,1,"SH",15.000
198150,2,"HE",10.000
198150,3,"BR",0.000
198151,1,"SH",5.000
198151,2,"HE",50.000
198151,3,"BR",0.000
198156,1,"SH",10.000
198156,2,"HE",50.000
198156,3,"BR",0.000
198165,2,"HE",5.000
198165,3,"BR",0.000
198166,1,"SH",5.000
198166,2,"HE",35.000
198166,3,"BR",5.000
198171,1,"SH",10.000
198171,2,"HE",60.000
198171,3,"BR",0.000
198174,1,"SH",5.000
198174,2,"HE",15.000
198174,3,"BR",0.000
198175,1,"SH",5.000
198175,2,"HE",40.000
198175,3,"BR",0.000
198177,1,"SH",5.000
198177,2,"HE",20.000
198177,3,"BR",5.000
198185,1,"SH",5.000
198185,2,"HE",35.000
198185,3,"BR",0.000
198197,1,"SH",7.000
198197,2,"HE",80.000
198197,3,"BR",0.000
198200,1,"SH",10.000
198200,2,"HE",40.000
198200,3,"BR",5.000
198201,1,"SH",20.000
198201,2,"HE",60.000
198201,3,"BR",0.000
198202,1,"SH",5.000
198202,2,"HE",10.000
198202,3,"BR",0.000
198203,1,"SH",5.000
198203,2,"HE",40.000
198203,3,"BR",0.000
198217,1,"SH",5.000
198217,2,"HE",75.000
198217,3,"BR",0.000
198218,1,"SH",10.000
198218,2,"HE",60.000
198218,3,"BR",0.000
198219,1,"SH",5.000
198219,2,"HE",30.000
198219,3,"BR",5.000
198228,1,"SH",10.000
198228,2,"HE",25.000
198228,3,"BR",0.000
198229,1,"SH",5.000
198229,2,"HE",15.000
198229,3,"BR",0.000
198230,1,"SH",5.000
198230,2,"HE",35.000
198230,3,"BR",0.000
198234,2,"HE",25.000
198234,3,"BR",0.000
198237,1,"SH",40.000
198237,2,"HE",40.000
198237,3,"BR",0.000
198238,1,"SH",5.000
198238,2,"HE",25.000
198238,3,"BR",10.000
198248,1,"SH",5.000
198248,2,"HE",30.000
198248,3,"BR",5.000
198251,1,"SH",5.000
198251,2,"HE",20.000
198251,3,"BR",0.000
198259,2,"HE",10.000
198259,3,"BR",0.000
198260,1,"SH",5.000
198260,2,"HE",30.000
198260,3,"BR",15.000
198266,1,"SH",25.000
198266,2,"HE",50.000
198266,3,"BR",0.000
198267,1,"SH",5.000
198267,2,"HE",50.000
198267,3,"BR",0.000
198269,1,"SH",10.000
198269,2,"HE",35.000
198269,3,"BR",15.000
198276,1,"SH",5.000
198276,2,"HE",20.000
198276,3,"BR",0.000
198277,1,"SH",10.000
198277,2,"HE",30.000
198277,3,"BR",0.000
198279,1,"SH",5.000
198279,2,"HE",30.000
198279,3,"BR",15.000
198282,1,"SH",5.000
198282,2,"HE",20.000
198282,3,"BR",5.000
198286,1,"SH",10.000
198286,2,"HE",25.000
198286,3,"BR",0.000
198290,1,"SH",10.000
198290,2,"HE",60.000
198290,3,"BR",0.000
198295,1,"SH",10.000
198295,2,"HE",40.000
198295,3,"BR",0.000
198296,1,"SH",5.000
198296,2,"HE",35.000
198296,3,"BR",5.000
198297,1,"SH",5.000
198297,2,"HE",40.000
198297,3,"BR",0.000
198300,1,"SH",5.000
198300,2,"HE",25.000
198300,3,"BR",0.000
198304,1,"SH",25.000
198304,2,"HE",50.000
198304,3,"BR",0.000
198306,1,"SH",10.000
198306,2,"HE",20.000
198306,3,"BR",0.000
198309,2,"HE",30.000
198309,3,"BR",10.000
198314,1,"SH",10.000
198314,2,"HE",45.000
198314,3,"BR",0.000
198317,1,"SH",5.000
198317,2,"HE",15.000
198317,3,"BR",0.000
198320,1,"SH",5.000
198320,2,"HE",30.000
198320,3,"BR",0.000
198322,1,"SH",5.000
198322,2,"HE",40.000
198322,3,"BR",0.000
198326,1,"SH",10.000
198326,2,"HE",35.000
198326,3,"BR",0.000
198328,1,"SH",7.000
198328,2,"HE",80.000
198328,3,"BR",0.000
198330,1,"SH",5.000
198330,2,"HE",25.000
198330,3,"BR",5.000
198341,1,"SH",5.000
198341,2,"HE",15.000
198341,3,"BR",0.000
198345,1,"SH",10.000
198345,2,"HE",50.000
198345,3,"BR",0.000
198348,1,"SH",10.000
198348,2,"HE",40.000
198348,3,"BR",5.000
198352,1,"SH",15.000
198352,2,"HE",55.000
198352,3,"BR",0.000
198353,1,"SH",5.000
198353,2,"HE",50.000
198353,3,"BR",5.000
198356,1,"SH",5.000
198356,2,"HE",60.000
198356,3,"BR",0.000
198357,1,"SH",10.000
198357,2,"HE",10.000
198357,3,"BR",0.000
198361,1,"SH",15.000
198361,2,"HE",15.000
198361,3,"BR",0.000
198368,1,"SH",15.000
198368,2,"HE",10.000
198368,3,"BR",0.000
198372,1,"SH",20.000
198372,2,"HE",65.000
198372,3,"BR",0.000
198379,1,"SH",5.000
198379,2,"HE",35.000
198379,3,"BR",0.000
198380,1,"SH",5.000
198380,2,"HE",25.000
198380,3,"BR",0.000
198386,1,"SH",10.000
198386,2,"HE",35.000
198386,3,"BR",5.000
198391,1,"SH",10.000
198391,2,"HE",60.000
198391,3,"BR",0.000
198394,1,"SH",10.000
198394,2,"HE",10.000
198394,3,"BR",0.000
198397,1,"SH",5.000
198397,2,"HE",5.000
198397,3,"BR",0.000
198398,1,"SH",10.000
198398,2,"HE",45.000
198398,3,"BR",0.000
198404,1,"SH",5.000
198404,2,"HE",70.000
198404,3,"BR",0.000
198409,1,"SH",5.000
198409,2,"HE",30.000
198409,3,"BR",15.000
198410,1,"SH",10.000
198410,2,"HE",50.000
198410,3,"BR",0.000
198413,1,"SH",5.000
198413,3,"BR",0.000
198420,1,"SH",20.000
198420,2,"HE",60.000
198420,3,"BR",0.000
198421,1,"SH",5.000
198421,2,"HE",30.000
198421,3,"BR",5.000
198422,1,"SH",10.000
198422,2,"HE",75.000
198422,3,"BR",0.000
198423,1,"SH",5.000
198423,2,"HE",40.000
198423,3,"BR",0.000
198429,2,"HE",10.000
198429,3,"BR",0.000
198432,1,"SH",20.000
198432,2,"HE",65.000
198432,3,"BR",0.000
198437,1,"SH",5.000
198437,2,"HE",30.000
198437,3,"BR",5.000
198441,1,"SH",5.000
198441,2,"HE",15.000
198441,3,"BR",15.000
198444,1,"SH",5.000
198444,2,"HE",45.000
198444,3,"BR",0.000
198445,2,"HE",10.000
198445,3,"BR",0.000
198446,1,"SH",5.000
198446,2,"HE",50.000
198446,3,"BR",0.000
198452,1,"SH",10.000
198452,2,"HE",60.000
198452,3,"BR",0.000
198455,1,"SH",5.000
198455,2,"HE",30.000
198455,3,"BR",5.000
198456,1,"SH",10.000
198456,2,"HE",40.000
198456,3,"BR",0.000
198459,1,"SH",5.000
198459,2,"HE",10.000
198459,3,"BR",0.000
198462,1,"SH",10.000
198462,2,"HE",35.000
198462,3,"BR",0.000
198463,1,"SH",5.000
198463,2,"HE",20.000
198463,3,"BR",0.000
198467,1,"SH",10.000
198467,2,"HE",15.000
198467,3,"BR",10.000
198470,2,"HE",5.000
198470,3,"BR",0.000
198473,1,"SH",10.000
198473,2,"HE",25.000
198473,3,"BR",0.000
198477,1,"SH",5.000
198477,2,"HE",20.000
198477,3,"BR",5.000
198480,1,"SH",5.000
198480,2,"HE",10.000
198480,3,"BR",0.000
198481,1,"SH",10.000
198481,2,"HE",40.000
198481,3,"BR",10.000
198482,2,"HE",5.000
198482,3,"BR",0.000
198488,1,"SH",10.000
198488,2,"HE",30.000
198488,3,"BR",0.000
198492,1,"SH",5.000
198492,2,"HE",10.000
198492,3,"BR",5.000
198495,1,"SH",5.000
198495,2,"HE",20.000
198495,3,"BR",15.000
198501,1,"SH",10.000
198501,2,"HE",15.000
198501,3,"BR",0.000
198512,1,"SH",10.000
198512,2,"HE",30.000
198512,3,"BR",0.000
198513,1,"SH",10.000
198513,2,"HE",5.000
198513,3,"BR",0.000
198519,1,"SH",10.000
198519,2,"HE",35.000
198519,3,"BR",0.000
198523,1,"SH",10.000
198523,2,"HE",50.000
198523,3,"BR",0.000
198528,1,"SH",10.000
198528,2,"HE",45.000
198528,3,"BR",0.000
198537,2,"HE",10.000
198537,3,"BR",0.000
198540,1,"SH",5.000
198540,2,"HE",80.000
198540,3,"BR",0.000
198542,1,"SH",5.000
198542,2,"HE",10.000
198542,3,"BR",0.000
198544,1,"SH",5.000
198544,2,"HE",40.000
198544,3,"BR",5.000
198546,1,"SH",10.000
198546,2,"HE",20.000
198546,3,"BR",0.000
198554,1,"SH",10.000
198554,2,"HE",35.000
198554,3,"BR",10.000
198559,1,"SH",5.000
198559,2,"HE",25.000
198559,3,"BR",0.000
198564,1,"SH",15.000
198564,2,"HE",15.000
198564,3,"BR",0.000
198566,1,"SH",5.000
198566,2,"HE",10.000
198566,3,"BR",0.000
198574,1,"SH",5.000
198574,2,"HE",35.000
198574,3,"BR",5.000
198579,1,"SH",10.000
198579,2,"HE",40.000
198579,3,"BR",5.000
198580,1,"SH",5.000
198580,2,"HE",35.000
198580,3,"BR",5.000
198588,1,"SH",10.000
198588,2,"HE",25.000
198588,3,"BR",0.000
198609,1,"SH",15.000
198609,2,"HE",35.000
198609,3,"BR",0.000
198612,1,"SH",5.000
198612,2,"HE",35.000
198612,3,"BR",5.000
198614,1,"SH",5.000
198614,2,"HE",20.000
198614,3,"BR",15.000
198620,1,"SH",5.000
198620,2,"HE",10.000
198620,3,"BR",0.000
198621,1,"SH",5.000
198621,2,"HE",30.000
198621,3,"BR",5.000
198625,1,"SH",15.000
198625,2,"HE",20.000
198625,3,"BR",5.000
198626,1,"SH",5.000
198626,2,"HE",20.000
198626,3,"BR",15.000
198627,1,"SH",5.000
198627,2,"HE",20.000
198627,3,"BR",20.000
198629,1,"SH",10.000
198629,2,"HE",10.000
198629,3,"BR",0.000
198633,1,"SH",5.000
198633,2,"HE",10.000
198633,3,"BR",0.000
198641,2,"HE",10.000
198641,3,"BR",0.000
198642,1,"SH",30.000
198642,2,"HE",50.000
198642,3,"BR",0.000
198645,1,"SH",5.000
198645,2,"HE",30.000
198645,3,"BR",0.000
198648,1,"SH",5.000
198648,3,"BR",0.000
198652,1,"SH",25.000
198652,2,"HE",20.000
198652,3,"BR",0.000
198659,1,"SH",10.000
198659,2,"HE",40.000
198659,3,"BR",5.000
198660,1,"SH",5.000
198660,2,"HE",15.000
198660,3,"BR",0.000
198664,1,"SH",5.000
198664,2,"HE",85.000
198664,3,"BR",0.000
198666,1,"SH",10.000
198666,2,"HE",15.000
198666,3,"BR",0.000
198675,1,"SH",10.000
198675,2,"HE",20.000
198675,3,"BR",0.000
198680,1,"SH",5.000
198680,2,"HE",30.000
198680,3,"BR",0.000
198687,1,"SH",5.000
198687,2,"HE",70.000
198687,3,"BR",0.000
198690,1,"SH",10.000
198690,2,"HE",30.000
198690,3,"BR",0.000
198695,1,"SH",5.000
198695,2,"HE",50.000
198695,3,"BR",5.000
198696,1,"SH",5.000
198696,2,"HE",60.000
198696,3,"BR",0.000
198702,1,"SH",10.000
198702,2,"HE",50.000
198702,3,"BR",0.000
198703,1,"SH",15.000
198703,2,"HE",35.000
198703,3,"BR",0.000
198704,2,"HE",10.000
198704,3,"BR",0.000
198707,1,"SH",10.000
198707,2,"HE",30.000
198707,3,"BR",0.000
198710,2,"HE",15.000
198710,3,"BR",0.000
198716,1,"SH",20.000
198716,2,"HE",60.000
198716,3,"BR",0.000
198717,1,"SH",5.000
198717,2,"HE",30.000
198717,3,"BR",0.000
198724,1,"SH",10.000
198724,2,"HE",40.000
198724,3,"BR",0.000
198725,1,"SH",5.000
198725,2,"HE",50.000
198725,3,"BR",0.000
198746,1,"SH",5.000
198746,2,"HE",15.000
198746,3,"BR",10.000
198747,1,"SH",5.000
198747,2,"HE",10.000
198747,3,"BR",0.000
198750,2,"HE",5.000
198750,3,"BR",0.000
198751,1,"SH",5.000
198751,2,"HE",40.000
198751,3,"BR",0.000
198752,1,"SH",5.000
198752,2,"HE",80.000
198752,3,"BR",0.000
198760,1,"SH",10.000
198760,2,"HE",20.000
198760,3,"BR",10.000
198761,2,"HE",30.000
198761,3,"BR",10.000
198763,1,"SH",10.000
198763,2,"HE",10.000
198763,3,"BR",0.000
198771,1,"SH",25.000
198771,2,"HE",30.000
198771,3,"BR",0.000
198773,1,"SH",15.000
198773,2,"HE",60.000
198773,3,"BR",0.000
198775,1,"SH",5.000
198775,2,"HE",35.000
198775,3,"BR",0.000
198778,1,"SH",15.000
198778,2,"HE",30.000
198778,3,"BR",0.000
198785,1,"SH",20.000
198785,2,"HE",65.000
198785,3,"BR",0.000
198795,1,"SH",10.000
198795,2,"HE",30.000
198795,3,"BR",0.000
198796,1,"SH",5.000
198796,2,"HE",40.000
198796,3,"BR",0.000
198797,1,"SH",10.000
198797,2,"HE",30.000
198797,3,"BR",0.000
198798,1,"SH",10.000
198798,2,"HE",40.000
198798,3,"BR",0.000
198801,2,"HE",10.000
198801,3,"BR",0.000
198802,1,"SH",25.000
198802,2,"HE",10.000
198802,3,"BR",0.000
198803,1,"SH",5.000
198803,2,"HE",75.000
198803,3,"BR",0.000
198804,1,"SH",5.000
198804,2,"HE",5.000
198804,3,"BR",0.000
198805,1,"SH",5.000
198805,2,"HE",15.000
198805,3,"BR",0.000
198807,1,"SH",5.000
198807,2,"HE",25.000
198807,3,"BR",5.000
198813,1,"SH",10.000
198813,2,"HE",50.000
198813,3,"BR",0.000
198815,1,"SH",10.000
198815,2,"HE",40.000
198815,3,"BR",5.000
198820,1,"SH",5.000
198820,2,"HE",15.000
198820,3,"BR",15.000
198822,1,"SH",10.000
198822,2,"HE",40.000
198822,3,"BR",5.000
198825,1,"SH",40.000
198825,2,"HE",35.000
198825,3,"BR",0.000
198830,1,"SH",5.000
198830,2,"HE",20.000
198830,3,"BR",0.000
198833,1,"SH",10.000
198833,2,"HE",5.000
198833,3,"BR",0.000
198841,2,"HE",10.000
198841,3,"BR",0.000
198844,1,"SH",25.000
198844,2,"HE",60.000
198844,3,"BR",0.000
198845,1,"SH",15.000
198845,2,"HE",60.000
198845,3,"BR",0.000
198854,1,"SH",10.000
198854,2,"HE",25.000
198854,3,"BR",0.000
198856,1,"SH",10.000
198856,2,"HE",40.000
198856,3,"BR",0.000
198857,1,"SH",10.000
198857,2,"HE",30.000
198857,3,"BR",0.000
198862,1,"SH",10.000
198862,2,"HE",30.000
198862,3,"BR",0.000
198868,1,"SH",5.000
198868,2,"HE",50.000
198868,3,"BR",0.000
198875,1,"SH",10.000
198875,2,"HE",25.000
198875,3,"BR",0.000
198879,1,"SH",5.000
198879,2,"HE",40.000
198879,3,"BR",0.000
198889,1,"SH",25.000
198889,2,"HE",60.000
198889,3,"BR",0.000
198890,1,"SH",10.000
198890,2,"HE",40.000
198890,3,"BR",0.000
198894,1,"SH",5.000
198894,2,"HE",40.000
198894,3,"BR",5.000
198901,1,"SH",5.000
198901,2,"HE",10.000
198901,3,"BR",0.000
198902,1,"SH",20.000
198902,2,"HE",30.000
198902,3,"BR",0.000
198903,1,"SH",10.000
198903,2,"HE",75.000
198903,3,"BR",0.000
198904,1,"SH",10.000
198904,2,"HE",40.000
198904,3,"BR",0.000
198907,1,"SH",5.000
198907,2,"HE",35.000
198907,3,"BR",0.000
206532,3,"BR",0.000
206536,3,"BR",0.000
206544,3,"BR",0.000
206545,3,"BR",0.000
206547,3,"BR",0.000
206548,3,"BR",0.000
206550,3,"BR",0.000
206553,3,"BR",0.000
206557,3,"BR",0.000
206559,3,"BR",0.000
206567,3,"BR",0.000
206568,3,"BR",0.000
206575,3,"BR",0.000
206576,3,"BR",0.000
206583,3,"BR",0.000
206584,3,"BR",0.000
206587,3,"BR",0.000
206589,3,"BR",0.000
206606,3,"BR",0.000
206607,3,"BR",0.000
206612,3,"BR",0.000
206614,3,"BR",0.000
206615,3,"BR",0.000
206618,3,"BR",0.000
206619,3,"BR",0.000
206621,3,"BR",0.000
206623,3,"BR",0.000
206628,3,"BR",0.000
206635,3,"BR",0.000
206646,3,"BR",0.000
206647,3,"BR",0.000
206652,3,"BR",0.000
206656,3,"BR",0.000
206662,3,"BR",0.000
206663,3,"BR",0.000
206664,3,"BR",0.000
206669,3,"BR",0.000
206670,3,"BR",0.000
206676,3,"BR",0.000
206682,3,"BR",0.000
206683,3,"BR",0.000
206685,3,"BR",0.000
206689,3,"BR",0.000
206690,3,"BR",0.000
206696,3,"BR",0.000
206697,3,"BR",0.000
206698,3,"BR",0.000
206707,3,"BR",0.000
206708,3,"BR",0.000
206710,3,"BR",0.000
206712,3,"BR",0.000
206715,3,"BR",0.000
206716,3,"BR",0.000
206718,3,"BR",0.000
206724,3,"BR",0.000
206725,3,"BR",0.000
206732,3,"BR",0.000
206734,3,"BR",0.000
206737,3,"BR",0.000
206738,3,"BR",0.000
206740,3,"BR",0.000
206741,3,"BR",0.000
206743,3,"BR",0.000
206749,3,"BR",0.000
206754,3,"BR",0.000
206757,3,"BR",0.000
206758,3,"BR",0.000
206765,3,"BR",0.000
206771,3,"BR",0.000
206775,3,"BR",0.000
206779,3,"BR",0.000
206780,3,"BR",0.000
206785,3,"BR",0.000
206788,3,"BR",0.000
206789,3,"BR",0.000
206793,3,"BR",0.000
206794,3,"BR",0.000
206796,3,"BR",0.000
206797,3,"BR",0.000
206798,3,"BR",0.000
206801,3,"BR",0.000
206810,3,"BR",0.000
206818,3,"BR",0.000
206822,3,"BR",0.000
206824,3,"BR",0.000
206826,3,"BR",0.000
206832,3,"BR",0.000
206833,3,"BR",0.000
206847,3,"BR",0.000
206848,3,"BR",0.000
206851,3,"BR",0.000
206863,3,"BR",0.000
206866,3,"BR",0.000
206871,3,"BR",0.000
206872,3,"BR",0.000
206876,3,"BR",0.000
206879,3,"BR",0.000
206882,3,"BR",0.000
206884,3,"BR",0.000
206888,3,"BR",0.000
206889,3,"BR",0.000
206891,3,"BR",0.000
206898,3,"BR",0.000
206901,3,"BR",0.000
206906,3,"BR",0.000
206917,3,"BR",0.000
206918,3,"BR",0.000
206919,3,"BR",0.000
206925,3,"BR",0.000
206937,3,"BR",0.000
206941,3,"BR",0.000
206947,3,"BR",0.000
206951,3,"BR",0.000
206952,3,"BR",0.000
206955,3,"BR",0.000
206968,3,"BR",0.000
206971,3,"BR",0.000
206972,3,"BR",0.000
206975,3,"BR",0.000
206979,3,"BR",0.000
206982,3,"BR",0.000
207001,3,"BR",0.000
207002,3,"BR",0.000
207022,3,"BR",0.000
207041,3,"BR",0.000
207043,3,"BR",0.000
207047,3,"BR",0.000
207050,3,"BR",0.000
207059,3,"BR",0.000
207067,3,"BR",0.000
207076,3,"BR",0.000
207090,3,"BR",0.000
207097,3,"BR",0.000
207124,3,"BR",0.000
207125,3,"BR",0.000
207131,3,"BR",0.000
207134,3,"BR",0.000
207139,3,"BR",0.000
207159,3,"BR",0.000
207161,3,"BR",0.000
207170,3,"BR",0.000
207177,3,"BR",0.000
207182,3,"BR",0.000
207183,3,"BR",0.000
207188,3,"BR",0.000
207201,3,"BR",0.000
207203,3,"BR",0.000
207206,3,"BR",0.000
207214,3,"BR",0.000
207227,3,"BR",0.000
207228,3,"BR",0.000
207237,3,"BR",0.000
207243,3,"BR",0.000
207263,3,"BR",0.000
207267,3,"BR",0.000
207270,3,"BR",0.000
207286,3,"BR",0.000
207299,3,"BR",0.000
207315,3,"BR",0.000
207321,3,"BR",0.000
207325,3,"BR",0.000
207329,3,"BR",0.000
207339,3,"BR",0.000
207359,3,"BR",0.000
207360,3,"BR",0.000
207682,3,"BR",0.000
207690,3,"BR",0.000
207699,3,"BR",0.000
207701,3,"BR",0.000
207705,3,"BR",0.000
207746,3,"BR",0.000
207754,3,"BR",0.000
207772,3,"BR",0.000
207793,3,"BR",0.000
207818,3,"BR",0.000
207819,3,"BR",0.000
207833,3,"BR",0.000
207882,3,"BR",0.000
207883,3,"BR",0.000
207892,3,"BR",0.000
207893,3,"BR",0.000
207901,3,"BR",0.000
207909,3,"BR",0.000
207937,3,"BR",0.000
207950,3,"BR",0.000
207960,3,"BR",0.000
207984,3,"BR",0.000
207985,3,"BR",0.000
208014,3,"BR",0.000
208015,3,"BR",0.000
208016,3,"BR",0.000
208017,3,"BR",0.000
208046,3,"BR",0.000
208056,3,"BR",0.000
208060,3,"BR",0.000
208062,3,"BR",0.000
208063,3,"BR",0.000
208081,3,"BR",0.000
208093,3,"BR",0.000
208109,3,"BR",0.000
208123,3,"BR",0.000
208128,3,"BR",0.000
208161,3,"BR",0.000
208165,3,"BR",0.000
208183,3,"BR",0.000
208187,3,"BR",0.000
208193,3,"BR",0.000
208207,3,"BR",0.000
208245,3,"BR",0.000
208264,3,"BR",0.000
208268,3,"BR",0.000
208278,3,"BR",0.000
208280,3,"BR",0.000
208285,3,"BR",0.000
208288,3,"BR",0.000
208303,3,"BR",0.000
208310,3,"BR",0.000
208327,3,"BR",0.000
208331,3,"BR",0.000
208339,3,"BR",0.000
208359,3,"BR",0.000
208374,3,"BR",0.000
208386,3,"BR",0.000
208394,3,"BR",0.000
208395,3,"BR",0.000
208414,3,"BR",0.000
208415,3,"BR",0.000
208422,3,"BR",0.000
208428,3,"BR",0.000
208429,3,"BR",0.000
208436,3,"BR",0.000
208455,3,"BR",0.000
208463,3,"BR",0.000
208465,3,"BR",0.000
208473,3,"BR",0.000
208480,3,"BR",0.000
208494,3,"BR",0.000
