FCODE,MAP_TILE,MAP_TILE_DISPLAY_NAME,OBJECTID,FEATURE_AREA_SQM,FEATURE_LENGTH_M,GEOMETRY_AREA,GEOMETRY_LEN,fme_feature_type,OBJECTID_1
RG90020000,093I014,93I.014,2414,145456579.402099996805191,48387.074800000002142,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2817
RG90020000,093I025,93I.025,2415,145108225.074299991130829,48324.561999999998079,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2818
RG90020000,093I036,93I.036,2416,144759423.429300010204315,48261.982499999998254,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2819
RG90020000,093I047,93I.047,2417,144410161.239399999380112,48199.332500000004075,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2820
RG90020000,093I058,93I.058,2418,144060437.002600014209747,48136.614399999998568,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2821
RG90020000,093I069,93I.069,2419,143710261.068300008773804,48073.828600000000733,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2822
RG90020000,093F020,93F.020,2567,148914387.324000000953674,49008.474600000001374,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2829
RG90020000,093P028,93P.028,2710,141599602.962700009346008,47695.619899999997870,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2832
RG90020000,093P039,93P.039,2711,141246252.012100011110306,47632.338000000003376,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2833
RG90020000,093P050,93P.050,2712,140892433.459899991750717,47568.979299999999057,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2834
RG90020000,093I080,93I.080,2420,143359619.369199991226196,48010.969599999996717,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2851
RG90020000,093J094,93J.094,3162,142656977.200399994850159,47885.043700000001991,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2861
RG90020000,093O005,93O.005,3163,142304971.522399991750717,47821.974300000001676,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2862
RG90020000,093O016,93O.016,3164,141952512.709500014781952,47758.831500000000233,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2863
RG90020000,093O027,93O.027,3165,141599603.187799990177155,47695.619800000000396,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2864
RG90020000,093O038,93O.038,3166,141246241.881300002336502,47632.335700000003271,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2865
RG90020000,093O049,93O.049,3167,140892435.261000007390976,47568.980600000002596,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2866
RG90020000,093O060,93O.060,3168,140538179.656199991703033,47505.550600000002305,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2867
RG90020000,093P061,93P.061,3169,140183467.855199992656708,47442.049700000003213,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2868
RG90020000,093P072,93P.072,3170,139828320.860399991273880,47378.474699999998847,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2869
RG90020000,094A057,94A.057,3309,136971133.397799998521805,46867.183400000001711,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2870
RG90020000,094A068,94A.068,3310,136612011.247900009155273,46802.930699999997159,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2871
RG90020000,094A079,94A.079,3311,136252450.997700005769730,46738.599300000001676,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2872
RG90020000,094A090,94A.090,3312,135892451.436899989843369,46674.192100000000210,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2873
RG90020000,093P013,93P.013,2870,141952514.521699994802475,47758.832300000001851,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2880
RG90020000,093P024,93P.024,2871,141599606.606099992990494,47695.621299999998882,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2881
RG90020000,093P035,93P.035,2872,141246244.763399988412857,47632.336300000002666,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2882
RG90020000,093P046,93P.046,2873,140892436.044900000095367,47568.980600000002596,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2883
RG90020000,093P057,93P.057,2874,140538176.550799995660782,47505.551800000001094,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2884
RG90020000,093P068,93P.068,2875,140183471.428099989891052,47442.048999999999069,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2885
RG90020000,093P079,93P.079,2876,139828318.930400013923645,47378.474399999999150,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2886
RG90020000,093P090,93P.090,2877,139472717.627200007438660,47314.824099999997998,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2887
RG90020000,093F064,93F.064,3022,147191319.124700009822845,48698.611799999998766,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2889
RG90020000,093F075,93F.075,3023,146845304.748899996280670,48636.438500000003842,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2890
RG90020000,093F086,93F.086,3024,146498819.013000011444092,48574.199899999999616,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2891
RG90020000,093F097,93F.097,3025,146151863.512199997901917,48511.892500000001746,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2892
RG90020000,093K008,93K.008,3026,145804452.004599988460541,48449.516700000000128,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2893
RG90020000,093K019,93K.019,3027,145456574.386700004339218,48387.074099999997998,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2894
RG90020000,093K030,93K.030,3028,145108227.819700002670288,48324.562100000002829,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2895
RG90020000,093J031,93J.031,3029,144759419.274699985980988,48261.981100000004517,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2896
RG90020000,093J042,93J.042,3030,144410160.131500005722046,48199.333599999998114,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2897
RG90020000,093P083,93P.083,3171,139472714.471399992704391,47314.824399999997695,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2898
RG90020000,093P094,93P.094,3172,139116678.775099992752075,47251.100800000000163,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2899
RG90020000,094A005,94A.005,3173,138760189.673900008201599,47187.303599999999278,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2900
RG90020000,094A016,94A.016,3174,138403261.756199985742569,47123.431700000001001,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2901
RG90020000,094A027,94A.027,3175,138045883.821299999952316,47059.483099999997648,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2902
RG90020000,094A038,94A.038,3176,137688073.529399991035461,46995.459600000001956,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2903
RG90020000,094A049,94A.049,3177,137329829.494100004434586,46931.359900000003108,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2904
RG90020000,094A060,94A.060,3178,136971133.572400003671646,46867.184000000001106,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2905
RG90020000,093J053,93J.053,3031,144060434.619199991226196,48136.614199999996345,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2927
RG90020000,093J064,93J.064,3032,143710257.598899990320206,48073.827100000002247,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2928
RG90020000,093J075,93J.075,3033,143359619.305299997329712,48010.968999999997322,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2929
RG90020000,093J086,93J.086,3034,143008529.393700003623962,47948.041899999996531,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2930
RG90020000,093J097,93J.097,3035,142656973.205399990081787,47885.041700000001583,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2931
RG90020000,093O008,93O.008,3036,142304970.862300008535385,47821.974399999999150,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2932
RG90020000,093O019,93O.019,3037,141952511.830500006675720,47758.832999999998719,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2933
RG90020000,093O030,93O.030,3038,141599605.208799988031387,47695.620199999997567,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2934
RG90020000,093P031,93P.031,3039,141246247.626300007104874,47632.336799999997311,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2935
RG90020000,093K045,93K.045,3333,144410161.157599985599518,48199.334999999999127,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2950
RG90020000,093K056,93K.056,3334,144060436.956000000238419,48136.614900000000489,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2951
RG90020000,093K067,93K.067,3335,143710256.221199989318848,48073.827499999999418,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2952
RG90020000,093K078,93K.078,3336,143359617.712799996137619,48010.970099999998638,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2953
RG90020000,093K089,93K.089,3337,143008522.044200003147125,47948.041400000001886,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2954
RG90020000,093F012,93F.012,2891,148914385.702300012111664,49008.476200000004610,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2957
RG90020000,093F023,93F.023,2892,148570713.068800002336502,48946.635000000002037,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2958
RG90020000,093F034,93F.034,2893,148226574.618400007486343,48884.729899999998452,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2959
RG90020000,093F045,93F.045,2894,147881958.898699998855591,48822.754600000000210,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2960
RG90020000,093F056,93F.056,2895,147536878.809399992227554,48760.718500000002678,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2961
RG90020000,093F067,93F.067,2896,147191324.749599993228912,48698.611000000004424,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2962
RG90020000,093F078,93F.078,2897,146845304.498600006103516,48636.438699999998789,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2963
RG90020000,093F089,93F.089,2898,146498814.028200000524521,48574.200100000001839,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2964
RG90020000,093P042,93P.042,3040,140892431.277999997138977,47568.978199999997742,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2965
RG90020000,093P053,93P.053,3041,140538179.751399993896484,47505.551500000001397,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2966
RG90020000,093P064,93P.064,3042,140183466.519800007343292,47442.048600000001898,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2967
RG90020000,093P075,93P.075,3043,139828312.832399994134903,47378.472200000003795,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2968
RG90020000,093P086,93P.086,3044,139472720.657299995422363,47314.824399999997695,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2969
RG90020000,093P097,93P.097,3045,139116678.353599995374680,47251.101900000001478,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2970
RG90020000,094A008,94A.008,3046,138760191.059700012207031,47187.303500000001804,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2971
RG90020000,094A019,94A.019,3047,138403262.558899998664856,47123.432200000002922,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2972
RG90020000,094A030,94A.030,3048,138045893.143799990415573,47059.483500000002095,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2973
RG90020000,093K004,93K.004,3196,145804445.781500011682510,48449.516499999997905,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2980
RG90020000,093K015,93K.015,3197,145456570.760300010442734,48387.075299999996787,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2981
RG90020000,093K026,93K.026,3198,145108229.897399991750717,48324.562700000002224,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2982
RG90020000,093K100,93K.100,3338,142656977.150499999523163,47885.043599999997241,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2983
RG90020000,093O001,93O.001,3339,142304972.853899985551834,47821.972300000001269,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2984
RG90020000,093O012,93O.012,3340,141952514.135500013828278,47758.834000000002561,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2985
RG90020000,093O023,93O.023,3341,141599607.721399992704391,47695.620999999999185,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2986
RG90020000,093O034,93O.034,3342,141246243.098100006580353,47632.336900000002061,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2987
RG90020000,093O045,93O.045,3343,140892436.872999995946884,47568.979899999998452,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2988
RG90020000,093O056,93O.056,3344,140538174.124300003051758,47505.551500000001397,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2989
RG90020000,093O067,93O.067,3345,140183468.104699999094009,47442.047200000000885,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2990
RG90020000,093O078,93O.078,3346,139828319.115700006484985,47378.473400000002584,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2991
RG90020000,093F100,93F.100,2899,146151864.338299989700317,48511.891600000002654,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2992
RG90020000,093J001,93J.001,2900,145804450.222900003194809,48449.516700000000128,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2993
RG90020000,093J012,93J.012,2901,145456566.899300009012222,48387.072800000001735,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2994
RG90020000,093J023,93J.023,2902,145108229.768400013446808,48324.563399999999092,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2995
RG90020000,093J034,93J.034,2903,144759423.315699994564056,48261.982000000003609,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2996
RG90020000,093J045,93J.045,2904,144410159.165100008249283,48199.332000000002154,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2997
RG90020000,093J056,93J.056,2905,144060433.255299985408783,48136.614699999998265,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2998
RG90020000,093J067,93J.067,2906,143710254.834300011396408,48073.826800000002549,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2999
RG90020000,093J078,93J.078,2907,143359619.264400005340576,48010.969400000001770,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3000
RG90020000,093K037,93K.037,3199,144759425.726700007915497,48261.982199999998556,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3011
RG90020000,093K048,93K.048,3200,144410163.408600002527237,48199.334499999997206,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3012
RG90020000,093K059,93K.059,3201,144060439.428499996662140,48136.615799999999581,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3013
RG90020000,093K070,93K.070,3202,143710257.549600005149841,48073.826699999997800,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3014
RG90020000,093J071,93J.071,3203,143359620.437599986791611,48010.969599999996717,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3015
RG90020000,093J082,93J.082,3204,143008522.663300007581711,47948.042000000001281,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3016
RG90020000,093J093,93J.093,3205,142656975.257699996232986,47885.044200000003912,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3017
RG90020000,093O004,93O.004,3206,142304971.090000003576279,47821.973899999997229,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3018
RG90020000,093O015,93O.015,3207,141952518.704699993133545,47758.833200000000943,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3019
RG90020000,094B009,94B.009,3441,138760187.747399985790253,47187.304300000003423,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3020
RG90020000,094B020,94B.020,3442,138403254.373699992895126,47123.430800000001909,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3021
RG90020000,094A021,94A.021,3443,138045885.435099989175797,47059.483099999997648,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3022
RG90020000,094A032,94A.032,3444,137688073.662699997425079,46995.458299999998417,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3023
RG90020000,094A043,94A.043,3445,137329825.022899985313416,46931.361700000001292,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3024
RG90020000,094A054,94A.054,3446,136971130.580599993467331,46867.182899999999790,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3025
RG90020000,094A065,94A.065,3447,136612014.016000002622604,46802.930899999999383,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3026
RG90020000,094A076,94A.076,3448,136252443.268400013446808,46738.599499999996624,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3027
RG90020000,094A087,94A.087,3449,135892456.844300001859665,46674.193500000001222,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3028
RG90020000,093J089,93J.089,2908,143008524.391000002622604,47948.040300000000570,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3029
RG90020000,093J100,93J.100,2909,142656978.694999992847443,47885.043700000001991,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3030
RG90020000,093P001,93P.001,2910,142304969.173099994659424,47821.973799999999756,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3031
RG90020000,093P012,93P.012,2911,141952512.946000009775162,47758.833400000003166,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3032
RG90020000,093P023,93P.023,2912,141599599.060099989175797,47695.620499999997264,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3033
RG90020000,093P034,93P.034,2913,141246249.151100009679794,47632.336799999997311,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3034
RG90020000,093P045,93P.045,2914,140892433.222299993038177,47568.980600000002596,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3035
RG90020000,093P056,93P.056,2915,140538176.984600007534027,47505.551099999996950,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3036
RG90020000,093P067,93P.067,2916,140183468.568300008773804,47442.049899999998161,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3037
RG90020000,093F063,93F.063,3064,147191323.737300008535385,48698.612699999997858,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3043
RG90020000,093F085,93F.085,3066,146498811.789099991321564,48574.199399999997695,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3045
RG90020000,093F096,93F.096,3067,146151865.572800010442734,48511.892299999999523,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3046
RG90020000,093K007,93K.007,3068,145804447.594700008630753,48449.515899999998510,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3047
RG90020000,093O026,93O.026,3208,141599611.111600011587143,47695.621800000000803,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3048
RG90020000,093O037,93O.037,3209,141246242.057399988174438,47632.337100000004284,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3049
RG90020000,093O048,93O.048,3210,140892436.788399994373322,47568.981299999999464,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3050
RG90020000,093O059,93O.059,3211,140538175.159900009632111,47505.549899999998161,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3051
RG90020000,093O070,93O.070,3212,140183470.146100014448166,47442.049400000003516,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3052
RG90020000,093P071,93P.071,3213,139828311.069499999284744,47378.472000000001572,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3053
RG90020000,093P082,93P.082,3214,139472725.512400001287460,47314.825400000001537,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3054
RG90020000,093P093,93P.093,3215,139116675.628500014543533,47251.101500000004307,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3055
RG90020000,094A004,94A.004,3216,138760190.109499990940094,47187.304100000001199,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3056
RG90020000,093K055,93K.055,3379,144060439.077399998903275,48136.615900000004331,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3060
RG90020000,093K066,93K.066,3380,143710252.656500011682510,48073.827300000004470,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3061
RG90020000,093K077,93K.077,3381,143359621.398000001907349,48010.969899999996414,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3062
RG90020000,093K088,93K.088,3382,143008527.142599999904633,47948.042000000001281,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3063
RG90020000,093K099,93K.099,3383,142656971.457700014114380,47885.043200000000070,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3064
RG90020000,093N010,93N.010,3384,142304964.339500010013580,47821.972900000000664,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3065
RG90020000,093P078,93P.078,2917,139828315.137400001287460,47378.472099999999045,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3066
RG90020000,093P089,93P.089,2918,139472722.481599986553192,47314.824099999997998,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3067
RG90020000,093P100,93P.100,2919,139116668.950399994850159,47251.100700000002689,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3068
RG90020000,093K018,93K.018,3069,145456564.966399997472763,48387.073700000000827,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3076
RG90020000,093K029,93K.029,3070,145108230.574200004339218,48324.562100000002829,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3077
RG90020000,093K040,93K.040,3071,144759428.722400009632111,48261.982499999998254,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3078
RG90020000,093J041,93J.041,3072,144410159.731999993324280,48199.332500000004075,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3079
RG90020000,093J052,93J.052,3073,144060441.490200012922287,48136.616500000003725,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3080
RG90020000,093J063,93J.063,3074,143710251.208700001239777,48073.826999999997497,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3081
RG90020000,093J074,93J.074,3075,143359619.048900008201599,48010.970300000000861,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3082
RG90020000,093J085,93J.085,3076,143008514.756199985742569,47948.041100000002189,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3083
RG90020000,093J096,93J.096,3077,142656974.318300008773804,47885.042500000003201,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3084
RG90020000,094A015,94A.015,3217,138403252.129299998283386,47123.430599999999686,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3085
RG90020000,094A026,94A.026,3218,138045888.696399986743927,47059.483800000001793,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3086
RG90020000,094A037,94A.037,3219,137688072.955399990081787,46995.458500000000640,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3087
RG90020000,094A048,94A.048,3220,137329820.511599987745285,46931.359299999996438,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3088
RG90020000,094A059,94A.059,3221,136971136.135699987411499,46867.182999999997264,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3089
RG90020000,094A070,94A.070,3222,136612012.470600008964539,46802.930000000000291,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3090
RG90020000,093F033,93F.033,2935,148226571.351300001144409,48884.729399999996531,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3112
RG90020000,093F044,93F.044,2936,147881958.890300005674362,48822.755900000003749,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3113
RG90020000,093O007,93O.007,3078,142304966.854600012302399,47821.974199999996927,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3114
RG90020000,093O018,93O.018,3079,141952516.622000008821487,47758.833299999998417,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,3115
