FCODE,MAP_TILE,MAP_TILE_DISPLAY_NAME,OBJECTID,FEATURE_AREA_SQM,FEATURE_LENGTH_M,GEOMETRY_AREA,GEOMETRY_LEN,fme_feature_type,OBJECTID_1
RG90020000,093H034,93H.034,2088,148226574.454699993133545,48884.729399999996531,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2095
RG90020000,093H045,93H.045,2089,147881956.342900007963181,48822.755100000002130,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2096
RG90020000,093H056,93H.056,2090,147536877.240299999713898,48760.716300000000047,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2097
RG90020000,093I030,93I.030,2214,145108225.473699986934662,48324.562200000000303,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2098
RG90020000,093H067,93H.067,2091,147191321.599999994039536,48698.611199999999371,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2128
RG90020000,093H078,93H.078,2092,146845300.086400002241135,48636.438300000001618,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2129
RG90020000,093H089,93H.089,2093,146498817.262100011110306,48574.198799999998300,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2130
RG90020000,093H100,93H.100,2094,146151864.530400007963181,48511.891400000000431,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2131
RG90020000,093I018,93I.018,2252,145456566.591300010681152,48387.074000000000524,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2138
RG90020000,093I029,93I.029,2253,145108228.168099999427795,48324.561999999998079,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2139
RG90020000,093I040,93I.040,2254,144759424.094399988651276,48261.981800000001385,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2140
RG90020000,093H022,93H.022,2126,148570720.192499995231628,48946.635300000001735,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2248
RG90020000,093H033,93H.033,2127,148226571.293999999761581,48884.727599999998347,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2249
RG90020000,093H044,93H.044,2128,147881958.743999987840652,48822.754800000002433,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2250
RG90020000,093H055,93H.055,2129,147536873.196599990129471,48760.717700000001059,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2251
RG90020000,093G043,93G.043,2570,147881961.000999987125397,48822.756200000003446,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2272
RG90020000,093G054,93G.054,2571,147536872.352200001478195,48760.716800000001967,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2273
RG90020000,093G065,93G.065,2572,147191326.973300009965897,48698.612000000000990,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2274
RG90020000,093G076,93G.076,2573,146845302.039700001478195,48636.439100000003236,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2275
RG90020000,093G087,93G.087,2574,146498820.179399996995926,48574.198499999998603,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2276
RG90020000,093G098,93G.098,2575,146151861.369300007820129,48511.890899999998510,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2277
RG90020000,093J009,93J.009,2576,145804445.847600013017654,48449.516300000002957,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2278
RG90020000,093J020,93J.020,2577,145456570.027399986982346,48387.074500000002445,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2279
RG90020000,093I021,93I.021,2578,145108223.330799996852875,48324.560700000001816,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2280
RG90020000,093F005,93F.005,2728,149257589.021299988031387,49070.250700000004144,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2289
RG90020000,093F016,93F.016,2729,148914381.877200007438660,49008.476399999999558,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2290
RG90020000,093G017,93G.017,2282,148914391.226000010967255,49008.476300000002084,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2292
RG90020000,093G028,93G.028,2283,148570715.102499991655350,48946.635200000004261,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2293
RG90020000,093G039,93G.039,2284,148226570.326499998569489,48884.728699999999662,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2294
RG90020000,093G050,93G.050,2285,147881959.076099991798401,48822.757599999997183,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2295
RG90020000,093H051,93H.051,2286,147536878.169299989938736,48760.717000000004191,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2296
RG90020000,093H062,93H.062,2287,147191317.513599991798401,48698.609799999998359,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2297
RG90020000,093H073,93H.073,2288,146845301.187400013208389,48636.439100000003236,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2298
RG90020000,093H084,93H.084,2289,146498817.365900009870529,48574.200199999999313,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2299
RG90020000,093I032,93I.032,2579,144759427.058400005102158,48261.983399999997346,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2310
RG90020000,093I043,93I.043,2580,144410158.493200004100800,48199.332099999999627,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2311
RG90020000,093I054,93I.054,2581,144060436.549800008535385,48136.614000000001397,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2312
RG90020000,093I065,93I.065,2582,143710252.580099999904633,48073.827600000004168,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2313
RG90020000,093I076,93I.076,2583,143359624.209699988365173,48010.970200000003388,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2314
RG90020000,093I087,93I.087,2584,143008525.954400002956390,47948.042399999998452,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2315
RG90020000,093I098,93I.098,2585,142656974.863900005817413,47885.043400000002293,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2316
RG90020000,093P009,93P.009,2586,142304968.706699997186661,47821.974399999999150,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2317
RG90020000,093P020,93P.020,2587,141952515.966899991035461,47758.832300000001851,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2318
RG90020000,093F027,93F.027,2730,148570711.838899999856949,48946.634900000004563,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2319
RG90020000,093F038,93F.038,2731,148226573.218400001525879,48884.728499999997439,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2320
RG90020000,093F049,93F.049,2732,147881957.060799986124039,48822.756900000000314,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2321
RG90020000,093F060,93F.060,2733,147536871.903899997472763,48760.715299999996205,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2322
RG90020000,093G061,93G.061,2734,147191321.553000003099442,48698.611400000001595,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2323
RG90020000,093G072,93G.072,2735,146845302.647399991750717,48636.439500000000407,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2324
RG90020000,093G083,93G.083,2736,146498821.792800009250641,48574.200100000001839,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2325
RG90020000,093G094,93G.094,2737,146151864.834500014781952,48511.891799999997602,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2326
RG90020000,093J005,93J.005,2738,145804449.394400000572205,48449.516999999999825,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2327
RG90020000,093H095,93H.095,2290,146151865.948399990797043,48511.891700000000128,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2328
RG90020000,093I006,93I.006,2291,145804455.317600011825562,48449.516999999999825,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2329
RG90020000,093I017,93I.017,2292,145456571.058400005102158,48387.074399999997695,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2330
RG90020000,093I028,93I.028,2293,145108228.700199991464615,48324.562299999997776,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2331
RG90020000,093I039,93I.039,2294,144759427.954699993133545,48261.983200000002398,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2332
RG90020000,093I050,93I.050,2295,144410160.530900001525879,48199.334300000002258,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2333
RG90020000,093G024,93G.024,2446,148570717.582100003957748,48946.635200000004261,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2343
RG90020000,093G035,93G.035,2447,148226578.016400009393692,48884.729299999999057,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2344
RG90020000,093G046,93G.046,2448,147881953.330900013446808,48822.756699999998091,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2345
RG90020000,093J016,93J.016,2739,145456571.961400002241135,48387.073900000003050,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2356
RG90020000,093J027,93J.027,2740,145108232.522399991750717,48324.563200000004144,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2357
RG90020000,093J038,93J.038,2741,144759425.077499985694885,48261.982300000003306,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2358
RG90020000,093J049,93J.049,2742,144410158.616499990224838,48199.332500000004075,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2359
RG90020000,093J060,93J.060,2743,144060440.504599988460541,48136.615400000002410,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2360
RG90020000,093I061,93I.061,2744,143710260.440400004386902,48073.828300000001036,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2361
RG90020000,093I072,93I.072,2745,143359619.571900010108948,48010.968399999997928,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2362
RG90020000,093I083,93I.083,2746,143008522.483200013637543,47948.042399999998452,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2363
RG90020000,093I094,93I.094,2747,142656970.801999986171722,47885.042600000000675,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2364
RG90020000,093G057,93G.057,2449,147536878.341500014066696,48760.717199999999139,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2375
RG90020000,093G068,93G.068,2450,147191322.678799986839294,48698.611100000001898,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2376
RG90020000,093G079,93G.079,2451,146845302.546400010585785,48636.438600000001315,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2377
RG90020000,093G090,93G.090,2452,146498816.331600010395050,48574.199399999997695,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2378
RG90020000,093H091,93H.091,2453,146151866.333299994468689,48511.892800000001444,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2379
RG90020000,093I002,93I.002,2454,145804444.709300011396408,48449.516400000000431,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2380
RG90020000,093I013,93I.013,2455,145456562.513999998569489,48387.073300000003655,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2381
RG90020000,093I024,93I.024,2456,145108232.269100010395050,48324.564100000003236,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2382
RG90020000,093I035,93I.035,2457,144759425.008700013160706,48261.983200000002398,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2383
RG90020000,093P005,93P.005,2748,142304965.089599996805191,47821.973500000000058,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2394
RG90020000,093P016,93P.016,2749,141952509.445100009441376,47758.831100000003062,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2395
RG90020000,093P027,93P.027,2750,141599607.888200014829636,47695.622199999997974,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2396
RG90020000,093P038,93P.038,2751,141246240.391499996185303,47632.335899999998219,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2397
RG90020000,093P049,93P.049,2752,140892435.851500004529953,47568.980900000002293,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2398
RG90020000,093P060,93P.060,2753,140538173.525299996137619,47505.550900000002002,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2399
RG90020000,093I046,93I.046,2458,144410158.965200006961823,48199.333899999997811,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2412
RG90020000,093I057,93I.057,2459,144060436.433400005102158,48136.613799999999173,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2413
RG90020000,093I068,93I.068,2460,143710256.591300010681152,48073.826900000000023,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2414
RG90020000,093I079,93I.079,2461,143359618.717099994421005,48010.969799999998941,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2415
RG90020000,093I090,93I.090,2462,143008522.011799991130829,47948.040999999997439,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2416
RG90020000,093F019,93F.019,2608,148914392.133599996566772,49008.476399999999558,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2421
RG90020000,093F030,93F.030,2609,148570714.302500009536743,48946.636299999998300,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2422
RG90020000,093G042,93G.042,2611,147881956.542400002479553,48822.754800000002433,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2424
RG90020000,093G053,93G.053,2612,147536879.802599996328354,48760.717499999998836,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2425
RG90020000,093G064,93G.064,2613,147191324.424899995326996,48698.612699999997858,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2426
RG90020000,093G075,93G.075,2614,146845302.388099998235703,48636.438800000003539,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2427
RG90020000,093G086,93G.086,2615,146498814.386599987745285,48574.198300000003655,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2428
RG90020000,093G097,93G.097,2616,146151862.883399993181229,48511.891799999997602,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2429
RG90020000,093F035,93F.035,2852,148226570.453999996185303,48884.728600000002189,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2430
RG90020000,093F046,93F.046,2853,147881958.678000003099442,48822.756000000001222,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2431
RG90020000,093F057,93F.057,2854,147536872.808400005102158,48760.717499999998836,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2432
RG90020000,093F068,93F.068,2855,147191322.741899996995926,48698.611700000001292,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2433
RG90020000,093F079,93F.079,2856,146845302.129500001668930,48636.438999999998487,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2434
RG90020000,093F090,93F.090,2857,146498815.662900000810623,48574.198000000003958,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2435
RG90020000,093G091,93G.091,2858,146151866.019499987363815,48511.892200000002049,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2436
RG90020000,093J002,93J.002,2859,145804443.980100005865097,48449.516700000000128,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2437
RG90020000,093J013,93J.013,2860,145456575.513700008392334,48387.074500000002445,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2438
RG90020000,093G027,93G.027,2323,148570721.140100002288818,48946.635200000004261,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2444
RG90020000,093G038,93G.038,2324,148226575.705700010061264,48884.728600000002189,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2445
RG90020000,093G049,93G.049,2325,147881960.513900011777878,48822.756099999998696,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2446
RG90020000,093G060,93G.060,2326,147536874.534099996089935,48760.717400000001362,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2447
RG90020000,093J008,93J.008,2617,145804450.411500006914139,48449.517500000001746,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2458
RG90020000,093J019,93J.019,2618,145456571.175099998712540,48387.074000000000524,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2459
RG90020000,093J030,93J.030,2619,145108226.931899994611740,48324.562500000000000,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2460
RG90020000,093I031,93I.031,2620,144759425.598199993371964,48261.983699999997043,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2461
RG90020000,093I042,93I.042,2621,144410157.642100006341934,48199.331799999999930,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2462
RG90020000,093I053,93I.053,2622,144060436.171200007200241,48136.614399999998568,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2463
RG90020000,093I064,93I.064,2623,143710259.227299988269806,48073.827600000004168,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2464
RG90020000,093I075,93I.075,2624,143359612.508300006389618,48010.970000000001164,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2465
RG90020000,093I086,93I.086,2625,143008521.417400002479553,47948.042000000001281,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2466
RG90020000,093I071,93I.071,2785,143359617.186899989843369,48010.968800000002375,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2467
RG90020000,093I082,93I.082,2786,143008522.682000011205673,47948.043400000002293,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2468
RG90020000,093I093,93I.093,2787,142656978.166500002145767,47885.044200000003912,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2469
RG90020000,093P004,93P.004,2788,142304971.775700002908707,47821.973700000002282,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2470
RG90020000,093P015,93P.015,2789,141952516.813699990510941,47758.832300000001851,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2471
RG90020000,093P026,93P.026,2790,141599607.610599994659424,47695.621100000003935,0.000000000000000,0.000000000000000,WHSE_BASEMAPPING.BCGS_20K_GRID,2472
