BLOCK1,BLOCK2,DISTANCE,LENGTH
-9999,19344506,0.000,821.930
-9999,19344508,0.000,665.358
-9999,19344524,0.000,394.420
-9999,19344547,70.163,0.000
-9999,19344566,0.000,509.169
-9999,19344612,0.000,466.986
-9999,19344624,0.000,344.845
-9999,19344628,0.000,191.691
-9999,19344640,0.000,1496.194
-9999,19344666,0.000,285.372
-9999,19344682,0.000,1205.333
-9999,19344690,0.000,850.161
-9999,19344745,0.000,192.755
-9999,19344750,0.000,1107.593
-9999,19344751,0.000,1160.557
-9999,19344800,0.000,515.254
-9999,19344867,0.000,790.496
-9999,19344890,0.000,217.194
-9999,19344912,0.000,269.685
-9999,19344922,0.000,661.451
-9999,19344995,0.000,317.762
-9999,19345025,0.000,362.832
-9999,19345062,0.000,452.382
-9999,19345064,0.000,286.166
-9999,19345065,0.000,496.923
-9999,19345066,0.000,386.001
-9999,19345067,0.000,641.814
-9999,19345111,0.000,335.119
-9999,19345126,0.000,261.610
-9999,19345147,0.000,217.696
-9999,19345161,0.000,938.509
-9999,19345169,0.000,66.029
-9999,19345192,136.592,0.000
-9999,19345196,0.000,573.219
-9999,19345224,0.000,1052.990
-9999,19345251,0.000,171.497
-9999,19345278,0.000,17.440
-9999,19345294,0.000,336.003
-9999,19345366,0.000,95.214
-9999,19345428,0.000,1886.413
-9999,19345596,0.000,989.767
-9999,19345598,0.000,422.727
-9999,19345654,0.000,1641.048
-9999,19345658,0.000,1190.142
-9999,19345660,0.000,185.725
-9999,19345670,0.000,293.492
-9999,19345683,0.000,526.322
-9999,19345690,0.000,442.603
-9999,19345691,0.000,750.023
-9999,19345700,0.000,521.357
-9999,19345709,0.000,569.946
-9999,19345728,0.000,521.436
-9999,19345782,0.000,1631.775
-9999,19345788,0.000,177.264
-9999,19345793,0.000,799.670
-9999,19345795,0.000,1252.406
-9999,19345833,0.000,429.113
-9999,19345868,0.000,381.407
-9999,19345892,0.000,206.472
-9999,19345894,0.000,218.368
-9999,19345926,0.000,230.650
-9999,19345986,0.000,522.665
-9999,19346015,0.000,656.792
-9999,19346034,0.000,1483.618
-9999,19346068,0.000,55.972
-9999,19346082,0.000,919.471
-9999,19346127,0.000,449.336
-9999,19346137,0.000,645.859
-9999,19346141,0.000,447.961
-9999,19346142,0.000,600.686
-9999,19346154,0.000,795.713
-9999,19346164,0.000,262.266
-9999,19346170,0.000,62.711
-9999,19346201,0.000,825.959
-9999,19346206,0.000,920.234
-9999,19346210,0.000,498.933
-9999,19346228,0.000,1077.242
-9999,19346243,0.000,1256.978
-9999,19346244,0.000,1070.986
-9999,19346250,0.000,611.548
-9999,19346322,0.000,1603.781
-9999,19346333,0.000,799.341
-9999,19346382,0.000,674.960
-9999,19346405,0.000,333.643
-9999,19346410,0.000,714.569
-9999,19346425,0.000,833.479
-9999,19346441,0.000,711.728
-9999,19346489,0.000,69.295
-9999,19346491,0.000,1300.473
-9999,19346527,0.000,207.647
-9999,19346579,0.000,936.436
-9999,19346588,0.000,1764.370
-9999,19346593,0.000,905.692
-9999,19346594,0.000,3429.575
-9999,19346599,0.000,336.861
-9999,19346615,43.846,0.000
-9999,19346629,0.000,360.008
-9999,19346639,0.000,461.327
-9999,19346645,0.000,106.436
-9999,19346657,0.000,370.219
-9999,19346691,0.000,584.783
-9999,19346712,0.000,558.144
-9999,19346726,0.000,701.038
-9999,19346731,0.000,403.258
-9999,19346732,0.000,433.884
-9999,19346774,0.000,654.390
-9999,19346797,0.000,1646.539
-9999,19346853,0.000,414.883
-9999,19346892,0.000,329.965
-9999,19395859,0.000,1230.941
-9999,19395861,0.000,897.010
-9999,19395862,0.000,705.803
-9999,19395875,0.000,1247.590
-9999,19395876,0.000,410.178
-9999,19395880,0.000,1292.434
-9999,19486879,0.000,1055.068
-9999,19486887,0.000,2525.159
-9999,19486889,0.000,2070.047
-9999,19486892,0.000,798.188
-9999,19486893,0.000,2035.124
-9999,19490569,0.000,1525.014
-9999,19490572,0.000,5439.016
-9999,19490575,0.000,1639.753
-9999,19492351,0.000,1345.041
-9999,19492357,0.000,560.542
-9999,19492358,0.000,2695.717
-9999,19492366,0.000,388.282
-9999,19493224,0.000,698.647
-9999,19493225,0.000,358.765
-9999,21162365,0.000,516.868
-9999,21162371,0.000,1034.487
-9999,21162372,0.000,1473.654
-9999,21162786,0.000,423.092
-9999,21162790,0.000,287.632
-9999,21162794,0.000,689.566
-9999,21162795,0.000,284.167
-9999,21162797,0.000,543.121
-9999,21162799,0.000,943.369
-9999,21162801,0.000,118.298
-9999,21162802,0.000,1323.431
-9999,21412551,0.000,140.374
19250099,19250522,21.476,0.000
19250099,19250537,59.546,0.000
19250099,19250637,0.000,671.231
19250099,19250774,92.840,0.000
19250099,19251184,20.514,0.000
19250099,19251365,0.000,1316.733
19250099,19251376,0.000,768.106
19250099,19395859,179.065,0.000
19250099,19395861,196.935,0.000
19250099,19395862,48.910,0.000
19250142,19251291,179.160,0.000
19250142,19251693,0.000,456.720
19250427,19250476,0.000,514.662
19250427,19250600,34.799,0.000
19250427,19251632,0.000,99.835
19250427,19486879,160.959,0.000
19250476,19250600,0.000,267.661
19250476,19251204,48.810,0.000
19250476,19251563,0.000,523.369
19250476,19251632,0.000,456.150
19250476,19395859,116.166,0.000
19250495,19250819,0.000,58.673
19250495,19251702,36.505,0.000
19250495,19251818,147.454,0.000
19250495,19486887,188.766,0.000
19250495,19486889,0.000,63.156
19250495,19486893,70.801,0.000
19250495,21162365,122.225,0.000
19250522,19251184,0.000,29.279
19250522,19251365,0.000,473.124
19250522,19251376,0.000,254.872
19250522,19251632,137.099,0.000
19250522,19395859,0.000,391.961
19250537,19250637,73.542,0.000
19250537,19250774,0.000,156.926
19250537,19250872,0.000,0.000
19250537,19251226,0.000,134.182
19250537,19251376,0.000,567.398
19250537,19395862,0.000,77.509
19250600,19251204,0.000,1073.482
19250600,19251563,0.000,533.909
19250600,19251632,115.908,0.000
19250600,19486887,132.186,0.000
19250637,19250774,90.707,0.000
19250637,19250811,0.000,36.497
19250637,19250826,0.000,332.590
19250637,19251184,0.000,287.637
19250637,19251365,11.782,0.000
19250637,19251376,21.894,0.000
19250637,19395861,0.000,54.867
19250637,19395862,0.000,48.019
19250637,19486892,80.440,0.000
19250645,19395880,0.000,142.056
19250645,21162371,0.000,55.028
19250645,21162372,198.067,0.000
19250774,19251376,47.866,0.000
19250774,19395861,0.000,59.112
19250774,19395862,0.000,496.570
19250811,19250826,106.697,0.000
19250811,19251184,0.000,76.426
19250811,19251204,167.861,0.000
19250811,19395876,83.531,0.000
19250811,19486887,92.882,0.000
19250811,19486889,33.180,0.000
19250811,19486892,144.384,0.000
19250819,19251702,0.000,330.215
19250819,19486887,170.842,0.000
19250819,21162365,0.000,433.110
19250826,19251184,162.899,0.000
19250826,19395861,0.000,39.060
19250826,19395876,0.000,42.455
19250826,19486892,0.000,514.937
19250872,19251226,0.000,484.027
19250872,19251297,0.000,118.279
19250872,19251376,130.281,0.000
19251184,19251365,0.000,499.147
19251184,19251632,121.638,0.000
19251184,19395859,0.000,51.194
19251204,19251563,37.238,0.000
19251204,19251632,169.208,0.000
19251204,19395875,144.793,0.000
19251204,19486887,0.000,1053.450
19251204,19486889,176.562,0.000
19251226,19251297,0.000,44.577
19251226,19251376,0.000,151.598
19251291,19251693,0.000,452.665
19251291,19251702,21.894,0.000
19251291,19251818,0.000,54.359
19251365,19251376,0.000,55.082
19251365,19251632,165.378,0.000
19251365,19395859,27.407,0.000
19251376,19395859,183.281,0.000
19251376,19395862,0.000,11.162
19251563,19251632,0.000,73.056
19251632,19395859,0.000,1075.929
19251632,19486879,94.863,0.000
19251693,19251818,106.185,0.000
19251702,19251818,144.554,0.000
19251702,21162365,31.665,0.000
19343669,19344204,45.114,0.000
19343669,19344309,130.969,0.000
19343669,19344508,67.791,0.000
19343669,19344890,0.000,415.103
19343669,19344912,197.918,0.000
19343669,19344995,0.000,231.160
19343669,19345192,0.000,171.838
19343680,19344057,79.569,0.000
19343680,19344225,0.000,303.536
19343760,19344438,0.000,243.554
19343760,19344508,120.876,0.000
19343760,19344524,102.769,0.000
19343760,19344640,0.000,739.143
19343760,19345251,0.000,208.320
19343761,19343974,0.000,480.171
19343761,19344215,167.224,0.000
19343761,19344255,35.576,0.000
19343761,19344389,56.883,0.000
19343761,19344566,0.000,129.469
19343761,19345428,19.293,0.000
19343771,19344215,28.188,0.000
19343771,19345062,12.191,0.000
19343775,19343831,110.332,0.000
19343775,19343891,0.000,89.907
19343775,19344203,0.000,148.516
19343775,19344506,46.602,0.000
19343775,19345126,0.000,595.549
19343784,19343990,0.000,212.103
19343784,19344050,0.000,109.155
19343784,19344254,0.000,372.128
19343784,19344690,0.000,101.968
19343784,19344800,112.968,0.000
19343795,19343814,0.000,231.332
19343795,19344147,112.245,0.000
19343795,19344612,0.000,311.761
19343802,19343938,0.000,88.738
19343802,19343990,109.513,0.000
19343802,19344690,177.565,0.000
19343802,19344800,0.000,315.623
19343802,19345025,143.795,0.000
19343802,19345161,0.000,133.365
19343814,19344147,134.630,0.000
19343814,19344281,0.000,427.950
19343814,19344390,162.042,0.000
19343814,19344612,0.000,719.114
19343814,19344751,150.654,0.000
19343814,19345278,0.000,142.878
19343814,19490569,103.710,0.000
19343814,19490575,0.000,106.838
19343831,19344203,26.212,0.000
19343831,19344220,0.000,364.921
19343831,19344506,0.000,967.535
19343831,19344640,0.000,650.109
19343851,19343974,80.116,0.000
19343851,19344119,0.000,409.659
19343851,19344255,84.909,0.000
19343851,19344329,113.545,0.000
19343851,19344389,0.000,494.433
19343851,19344498,48.765,0.000
19343863,19343929,0.000,368.257
19343863,19344053,47.100,0.000
19343863,19344064,0.000,440.260
19343863,19344682,146.082,0.000
19343863,19344912,43.740,0.000
19343863,19345147,170.991,0.000
19343875,19343936,0.000,112.754
19343875,19343938,103.841,0.000
19343875,19344192,0.000,37.393
19343875,19344690,122.592,0.000
19343875,19345025,120.944,0.000
19343875,19345161,0.000,47.386
19343891,19345126,0.000,114.039
19343897,19343948,0.000,342.395
19343897,19344129,0.000,424.015
19343897,19344147,0.000,980.571
19343897,19344666,52.654,0.000
19343897,19345066,52.576,0.000
19343897,19345196,0.000,787.820
19343929,19344053,0.000,1734.533
19343929,19344064,0.000,574.547
19343929,19344204,0.000,73.414
19343929,19344295,0.000,172.349
19343929,19344309,107.195,0.000
19343929,19344682,0.000,600.609
19343929,19344912,0.000,151.148
19343929,19345067,0.000,177.351
19343929,19345147,104.070,0.000
19343929,19345366,56.680,0.000
19343936,19344057,65.613,0.000
19343936,19344104,122.124,0.000
19343936,19344192,0.000,554.627
19343936,19344628,159.425,0.000
19343936,19345025,0.000,177.219
19343936,19345161,0.000,130.275
19343938,19344690,0.000,89.786
19343938,19344800,0.000,414.476
19343938,19345025,115.914,0.000
19343938,19345161,0.000,97.626
19343948,19344129,0.000,163.787
19343948,19344666,0.000,523.779
19343948,19344682,138.570,0.000
19343948,19345196,0.000,134.963
19343974,19343990,72.060,0.000
19343974,19344119,0.000,255.242
19343974,19344215,122.806,0.000
19343974,19344254,90.417,0.000
19343974,19344255,0.000,33.299
19343974,19344389,0.000,544.203
19343974,19344566,0.000,61.791
19343974,19344745,95.373,0.000
19343974,19345224,28.661,0.000
19343974,19345428,98.697,0.000
19343990,19344254,0.000,297.139
19343990,19344800,0.000,166.724
19343990,19345224,0.000,83.441
19343995,19344147,0.000,776.905
19343995,19345066,108.406,0.000
19344050,19344690,0.000,81.894
19344053,19344064,26.507,0.000
19344053,19344682,177.336,0.000
19344053,19344912,171.756,0.000
19344053,19345067,96.223,0.000
19344057,19344104,0.000,667.104
19344057,19344192,0.000,317.651
19344057,19344225,0.000,102.757
19344057,19344628,0.000,230.009
19344057,19345025,69.704,0.000
19344064,19344204,0.000,116.506
19344064,19344295,71.601,0.000
19344064,19344309,46.002,0.000
19344064,19344682,96.387,0.000
19344064,19344890,130.861,0.000
19344064,19344912,0.000,631.005
19344064,19345147,33.973,0.000
19344064,19345366,136.072,0.000
19344104,19344192,0.000,97.943
19344104,19344225,41.842,0.000
19344104,19344628,0.000,130.915
19344104,19345025,47.662,0.000
19344119,19344137,0.000,410.876
19344119,19344222,0.000,618.482
19344119,19344255,0.000,38.670
19344119,19344329,0.000,1293.217
19344119,19344389,0.000,511.138
19344119,19344498,0.000,685.908
19344119,19344750,0.000,201.881
19344119,19344922,158.951,0.000
19344119,19345111,101.905,0.000
19344129,19344147,0.000,55.634
19344129,19345066,0.000,341.501
19344137,19344222,0.000,204.169
19344137,19344329,122.596,0.000
19344137,19344750,0.000,137.938
19344137,19344922,37.676,0.000
19344137,19345111,0.000,537.660
19344147,19344263,0.000,693.956
19344147,19344612,0.000,468.016
19344147,19345064,0.000,544.833
19344147,19345066,0.000,107.155
19344192,19344225,101.743,0.000
19344192,19344628,0.000,53.394
19344192,19345025,0.000,185.894
19344192,19345161,107.180,0.000
19344203,19344506,0.000,210.019
19344204,19344295,0.000,86.176
19344204,19344309,0.000,215.120
19344204,19344508,0.000,207.379
19344204,19344890,0.000,674.052
19344204,19344912,0.000,48.727
19344204,19345147,91.582,0.000
19344204,19345192,0.000,230.275
19344204,19345366,0.000,438.984
19344215,19345062,65.663,0.000
19344220,19344506,117.304,0.000
19344220,19344524,78.028,0.000
19344220,19344640,0.000,403.489
19344222,19344329,96.873,0.000
19344222,19344498,67.894,0.000
19344222,19344922,88.557,0.000
19344222,19345111,153.103,0.000
19344254,19344745,0.000,477.323
19344254,19345224,0.000,294.032
19344255,19344329,72.553,0.000
19344255,19344389,0.000,561.284
19344255,19344566,0.000,494.108
19344255,19345428,66.154,0.000
19344263,19344390,0.000,1192.884
19344263,19344612,0.000,424.300
19344263,19344751,49.718,0.000
19344263,19345064,0.000,207.110
19344263,19345278,0.000,386.551
19344281,19344390,12.235,0.000
19344281,19344612,86.893,0.000
19344281,19344751,0.000,91.093
19344281,19345278,0.000,212.514
19344281,19490575,0.000,928.000
19344295,19344309,88.892,0.000
19344295,19344890,165.581,0.000
19344295,19344912,132.966,0.000
19344295,19345366,0.000,303.625
19344309,19344890,0.000,214.787
19344309,19344912,0.000,136.309
19344309,19345147,67.461,0.000
19344309,19345366,66.405,0.000
19344329,19344389,62.855,0.000
19344329,19344498,33.619,0.000
19344329,19344750,135.933,0.000
19344389,19344498,108.701,0.000
19344389,19344566,26.028,0.000
19344389,19345428,175.419,0.000
19344390,19344612,76.488,0.000
19344390,19344751,0.000,939.807
19344390,19345278,0.000,593.099
19344438,19344508,0.000,424.470
19344438,19344524,0.000,436.344
19344438,19344640,0.000,118.021
19344438,19344995,166.541,0.000
19344438,19345251,0.000,272.980
19344508,19344524,140.592,0.000
19344508,19344640,153.152,0.000
19344508,19344890,194.851,0.000
19344508,19344995,0.000,734.208
19344508,19345192,0.000,214.697
19344508,19345251,0.000,257.228
19344524,19344640,0.000,883.854
19344547,19344624,0.000,91.810
19344547,19344750,0.000,355.712
19344547,19344867,0.000,66.294
19344547,19345065,0.000,476.569
19344547,19345111,168.418,0.000
19344547,19345169,15.211,0.000
19344547,19345294,0.000,0.000
19344547,19490569,26.651,0.000
19344547,19490572,115.781,0.000
19344566,19345428,0.000,99.140
19344612,19344751,121.493,0.000
19344612,19345278,0.000,316.133
19344612,19490575,194.544,0.000
19344624,19344750,0.000,330.735
19344624,19344867,149.085,0.000
19344624,19345065,0.000,0.000
19344624,19345111,0.000,184.743
19344624,19345169,164.286,0.000
19344624,19345294,0.000,179.126
19344624,19490569,106.833,0.000
19344628,19345025,0.000,311.557
19344640,19345251,0.000,95.271
19344666,19344682,0.000,717.920
19344666,19345196,0.000,480.122
19344682,19344912,61.161,0.000
19344682,19345067,0.000,117.909
19344682,19345147,165.193,0.000
19344682,19345196,112.306,0.000
19344690,19344800,0.000,231.287
19344745,19345224,0.000,550.446
19344750,19344867,0.000,97.901
19344750,19345065,65.091,0.000
19344750,19345111,0.000,575.811
19344750,19345169,40.040,0.000
19344750,19345294,58.508,0.000
19344750,19490569,160.458,0.000
19344751,19345278,0.000,12.235
19344800,19345161,83.635,0.000
19344867,19345065,0.000,15.740
19344867,19345169,0.000,378.598
19344867,19490569,103.720,0.000
19344890,19344912,0.000,146.714
19344890,19344995,170.240,0.000
19344890,19345147,108.538,0.000
19344890,19345192,0.000,148.203
19344890,19345366,88.347,0.000
19344912,19345147,0.000,458.191
19344912,19345366,181.660,0.000
19344922,19345111,54.253,0.000
19344995,19345192,0.000,160.343
19344995,19345251,172.176,0.000
19345025,19345161,0.000,582.854
19345062,19345428,171.216,0.000
19345065,19345169,0.000,292.030
19345065,19345294,0.000,288.974
19345065,19490569,0.000,443.106
19345065,19490572,82.266,0.000
19345111,19345294,184.480,0.000
19345169,19490569,32.726,0.000
19345294,19490569,94.513,0.000
19345596,19345728,0.000,655.179
19345596,19345782,0.000,124.221
19345596,19345894,167.772,0.000
19345596,19346082,165.095,0.000
19345596,19346657,17.122,0.000
19345596,19346797,182.164,0.000
19345596,19346853,81.384,0.000
19345596,21162802,193.126,0.000
19345598,19346164,157.906,0.000
19345598,19346322,145.904,0.000
19345598,19346491,88.359,0.000
19345654,19345793,0.000,24.084
19345654,19346142,0.000,296.122
19345658,19345700,0.000,117.085
19345658,19345782,108.351,0.000
19345658,19346322,0.000,106.399
19345658,19346382,0.000,35.352
19345658,19346405,0.000,566.913
19345658,19346599,168.484,0.000
19345658,19493224,25.332,0.000
19345658,19493225,68.656,0.000
19345658,21412551,0.000,435.854
19345660,19346015,0.000,114.117
19345660,19346137,126.529,0.000
19345660,19346425,192.723,0.000
19345660,19346593,0.000,418.427
19345660,19346639,0.000,406.785
19345660,19492358,50.306,0.000
19345670,19345892,132.161,0.000
19345670,19345926,121.234,0.000
19345670,19346228,189.637,0.000
19345670,19346250,135.914,0.000
19345670,19346410,53.384,0.000
19345670,19346491,0.000,386.730
19345670,19346615,140.876,0.000
19345683,19345926,42.352,0.000
19345683,19346228,0.000,169.443
19345683,19346250,0.000,338.337
19345683,19346410,156.061,0.000
19345683,19346491,161.667,0.000
19345683,19492357,135.401,0.000
19345683,19492366,196.449,0.000
19345690,19346034,84.875,0.000
19345690,19346206,192.648,0.000
19345690,19346322,83.508,0.000
19345690,19346579,0.000,259.565
19345690,19346712,0.000,419.707
19345690,19346732,171.541,0.000
19345690,19346892,187.188,0.000
19345690,21162794,182.672,0.000
19345691,19345926,183.747,0.000
19345691,19346243,0.000,493.834
19345691,19346410,0.000,61.827
19345691,19346425,131.947,0.000
19345700,19346322,118.957,0.000
19345700,19493225,170.997,0.000
19345700,21412551,149.072,0.000
19345709,19345795,0.000,161.659
19345709,19345986,0.000,336.979
19345709,19346141,0.000,77.812
19345709,19346154,141.174,0.000
19345709,19346588,0.000,88.372
19345709,19346691,158.286,0.000
19345709,19346731,166.588,0.000
19345728,19345782,108.176,0.000
19345728,19345894,137.109,0.000
19345728,19346082,100.224,0.000
19345728,19346657,0.000,215.015
19345728,19346797,18.452,0.000
19345728,19346853,81.383,0.000
19345782,19346853,157.274,0.000
19345782,19493224,0.000,440.159
19345782,19493225,62.154,0.000
19345782,21412551,61.620,0.000
19345788,19345793,182.647,0.000
19345788,19345833,194.701,0.000
19345788,19345868,0.000,419.014
19345788,19346127,84.363,0.000
19345788,19346142,30.811,0.000
19345788,19346201,181.517,0.000
19345788,19346244,0.000,368.614
19345788,19346333,55.108,0.000
19345788,19346441,0.000,641.196
19345788,19346489,180.568,0.000
19345788,19346527,0.000,172.041
19345788,19346645,0.000,857.491
19345788,19346774,192.560,0.000
19345793,19346142,0.000,949.358
19345793,19346244,190.772,0.000
19345793,19346645,38.882,0.000
19345793,19492351,194.904,0.000
19345795,19345986,0.000,12.610
19345795,19346141,131.309,0.000
19345795,19346154,21.947,0.000
19345795,19346206,138.656,0.000
19345795,19346594,41.985,0.000
19345795,19346691,104.410,0.000
19345833,19345868,78.394,0.000
19345833,19346034,144.932,0.000
19345833,19346441,191.219,0.000
19345833,19346774,81.092,0.000
19345868,19346034,178.816,0.000
19345868,19346142,87.133,0.000
19345868,19346244,37.818,0.000
19345868,19346441,32.283,0.000
19345868,19346489,0.000,71.219
19345868,19346527,0.000,390.312
19345868,19346594,139.966,0.000
19345868,19346645,36.512,0.000
19345868,19346774,0.000,229.217
19345892,19345926,65.065,0.000
19345892,19346164,0.000,90.407
19345892,19346243,117.593,0.000
19345892,19346322,100.563,0.000
19345892,19346382,36.908,0.000
19345892,19346405,184.457,0.000
19345892,19346410,0.000,574.487
19345892,19346491,75.963,0.000
19345892,19346599,0.000,337.541
19345892,19346615,0.000,448.497
19345894,19346082,0.000,185.961
19345894,19346657,0.000,223.145
19345926,19346228,188.886,0.000
19345926,19346243,38.687,0.000
19345926,19346250,0.000,180.990
19345926,19346410,0.000,1074.731
19345926,19346425,122.955,0.000
19345926,19346491,0.000,579.408
19345926,19346615,165.412,0.000
19345986,19346141,0.000,110.458
19345986,19346154,18.107,0.000
19345986,19346206,198.876,0.000
19345986,19346588,158.782,0.000
19345986,19346691,0.000,45.658
19345986,19346731,81.085,0.000
19346015,19346593,0.000,313.862
19346015,19346639,0.000,99.272
19346034,19346170,0.000,374.799
19346034,19346201,91.361,0.000
19346034,19346333,179.429,0.000
19346034,19346594,166.942,0.000
19346034,19346712,0.000,858.736
19346034,19346726,0.000,542.939
19346034,19346774,0.000,82.259
19346034,21162794,0.000,118.634
19346068,19346210,71.378,0.000
19346068,19346629,0.000,145.394
19346068,19346691,186.449,0.000
19346068,21162786,118.590,0.000
19346068,21162790,66.858,0.000
19346068,21162795,0.000,190.686
19346068,21162799,0.000,218.505
19346068,21162801,0.000,70.191
19346068,21162802,51.769,0.000
19346082,19346657,0.000,160.706
19346082,19346797,102.634,0.000
19346127,19346142,22.073,0.000
19346127,19346201,164.628,0.000
19346127,19346333,113.784,0.000
19346127,19346441,79.655,0.000
19346127,19346645,0.000,385.758
19346127,19492351,0.000,26.664
19346137,19346425,121.988,0.000
19346137,19346593,44.214,0.000
19346141,19346154,165.477,0.000
19346141,19346588,0.000,125.640
19346141,19346691,0.000,211.085
19346141,19346731,0.000,200.920
19346141,21162790,95.421,0.000
19346141,21162797,144.304,0.000
19346142,19346244,0.000,973.827
19346142,19346441,121.714,0.000
19346142,19346527,176.767,0.000
19346142,19346645,0.000,1213.421
19346142,19492351,58.013,0.000
19346154,19346206,0.000,101.190
19346154,19346691,35.425,0.000
19346154,19346892,138.167,0.000
19346154,21162801,195.463,0.000
19346164,19346322,60.995,0.000
19346164,19346382,0.000,33.850
19346164,19346405,183.142,0.000
19346164,19346410,143.550,0.000
19346164,19346491,0.000,46.441
19346164,19346599,0.000,43.946
19346164,19346615,0.000,172.340
19346170,19346726,70.310,0.000
19346170,19346774,0.000,156.932
19346201,19346228,0.000,39.273
19346201,19346333,0.000,241.921
19346201,19346441,127.530,0.000
19346201,19346645,174.683,0.000
19346201,19346712,186.334,0.000
19346201,21162794,123.607,0.000
19346206,19346210,68.894,0.000
19346206,19346579,0.000,31.674
19346206,19346691,179.974,0.000
19346206,19346712,185.845,0.000
19346206,19346726,174.229,0.000
19346206,19346892,0.000,93.720
19346206,21162801,96.432,0.000
19346210,19346579,35.112,0.000
19346210,19346691,95.427,0.000
19346210,19346892,0.000,144.274
19346210,21162786,0.000,515.694
19346210,21162790,114.169,0.000
19346210,21162795,93.706,0.000
19346210,21162799,0.000,40.126
19346210,21162801,0.000,469.957
19346228,19346250,0.000,311.000
19346228,19346333,186.470,0.000
19346228,19346491,160.680,0.000
19346243,19346382,168.840,0.000
19346243,19346410,0.000,378.546
19346243,19346599,97.106,0.000
19346244,19346441,179.002,0.000
19346244,19346527,94.544,0.000
19346244,19346645,0.000,33.677
19346250,19346410,81.842,0.000
19346250,19346491,65.855,0.000
19346322,19346382,0.000,186.805
19346322,19346405,27.553,0.000
19346322,19346579,0.000,13.594
19346322,19346599,52.030,0.000
19346322,19346615,155.781,0.000
19346333,19346441,0.000,27.684
19346333,19346645,87.942,0.000
19346382,19346405,0.000,487.513
19346382,19346599,0.000,659.456
19346382,19346615,87.496,0.000
19346405,19346599,30.118,0.000
19346410,19346425,38.172,0.000
19346410,19346491,0.000,302.989
19346410,19346599,165.567,0.000
19346410,19346615,0.000,107.330
19346441,19346645,23.402,0.000
19346489,19346527,0.000,257.809
19346489,19346594,0.000,240.654
19346489,19346774,0.000,180.657
19346491,19346615,0.000,156.581
19346491,19346732,31.587,0.000
19346491,21162794,136.540,0.000
19346527,19346594,69.028,0.000
19346527,19346774,69.338,0.000
19346579,19346712,30.370,0.000
19346579,19346892,0.000,71.738
19346579,21162786,187.331,0.000
19346579,21162801,122.712,0.000
19346588,19346691,119.593,0.000
19346588,19346731,0.000,69.034
19346588,21162790,125.187,0.000
19346588,21162797,71.322,0.000
19346593,19346639,100.281,0.000
19346593,19492358,151.607,0.000
19346594,19346774,0.000,248.844
19346599,19346615,90.244,0.000
19346629,19346797,193.074,0.000
19346629,21162790,108.421,0.000
19346629,21162795,0.000,52.497
19346629,21162799,51.105,0.000
19346629,21162801,110.348,0.000
19346629,21162802,0.000,329.766
19346639,19492358,0.000,495.545
19346645,19492351,35.900,0.000
19346657,19346797,24.701,0.000
