CURVE,X,Y
46,60,86.7
46,70,107.9
46,80,128.5
46,90,147.5
42,0,0
42,10,0
42,20,4.5
42,30,76.5
42,40,182.5
42,50,291.2
42,60,400.5
42,70,495.5
42,80,581.2
42,90,663.4
42,100,737.9
42,110,806.5
42,120,870.7
42,130,928.6
36,0,0
36,10,0
36,20,4
36,30,53.9
36,40,131.7
36,50,218.2
36,60,310.8
36,70,399
36,80,484.2
36,90,565.7
36,100,641.9
36,110,713
36,120,779.7
36,130,840.6
36,140,895.2
35,0,0
35,10,0
35,20,0.8
35,30,10.8
35,40,26.3
35,50,43.6
35,60,62.2
35,70,79.8
35,80,96.8
35,90,113.1
35,100,128.4
35,110,142.6
35,120,155.9
35,130,168.1
35,140,179
34,0,0
34,10,0
34,20,0.4
34,30,5.4
34,40,13.2
34,50,21.8
34,60,31.1
34,70,39.9
34,80,48.4
34,90,56.6
34,100,64.2
34,110,71.3
34,120,78
34,130,84.1
34,140,89.5
29,0,0
29,20,0
29,30,0.3
29,40,5.1
29,50,14.4
29,60,24.6
29,70,35.1
29,80,45.2
29,90,54.3
29,100,63.6
29,110,72
29,120,79.4
29,130,85.7
29,150,97.1
29,160,102.5
29,170,107.2
29,180,111.3
29,190,114.9
29,200,118.3
29,210,121.5
29,220,124.3
29,230,127
29,240,129.4
29,250,131.5
29,260,133.4
29,270,135.2
29,280,136.7
29,290,138.1
30,0,0
30,20,0
30,30,0.9
30,40,18
30,50,50.5
30,60,86
30,70,122.8
30,80,158.3
30,90,190.1
30,100,222.7
30,110,252
30,120,278
30,130,300.1
30,140,320
30,150,339.8
30,160,358.6
30,170,375.2
30,180,389.5
30,190,402.3
30,200,414.1
30,210,425.2
30,220,435.2
30,230,444.4
30,240,452.8
30,250,460.1
30,260,466.9
30,270,473.2
30,280,478.4
30,290,483.2
74,0,0
74,20,0
74,30,4.6
74,40,18.7
74,50,35.3
74,60,52.3
74,70,68.1
74,80,83.6
74,90,97.1
74,100,108.8
74,110,119.8
74,120,130.1
74,130,139.4
74,140,147.7
74,150,155.2
74,160,162.2
74,170,168.6
74,180,174.3
74,190,179.7
74,200,184.5
74,210,188.8
74,220,192.6
31,0,0
31,20,0
31,30,1.3
31,40,25.7
31,50,72.1
31,60,122.9
31,70,175.4
31,80,226.2
31,90,271.6
31,100,318.1
31,110,360
31,120,397.2
31,130,428.7
31,150,485.5
31,160,512.3
31,170,536
31,180,556.5
31,190,574.7
31,200,591.6
31,210,607.4
31,220,621.7
31,230,634.8
31,240,646.8
31,250,657.3
31,260,667
31,270,676
31,280,683.5
31,290,690.3
11,0,0
11,20,0
11,30,0.9
11,40,22
11,50,64.9
11,60,112.8
11,70,162.6
11,80,211.1
11,90,254.2
11,100,298.4
11,110,338.8
11,120,374.9
11,130,405.9
11,140,433
11,150,459.3
11,160,485.2
11,170,508.5
11,180,528.9
11,190,546.5
11,200,562.5
11,210,577.5
11,220,591.3
11,230,603.9
11,240,615.4
11,250,626
11,260,635.3
11,270,643.6
11,280,651.3
11,290,657.7
10,0,0
10,20,0
10,30,0.6
10,40,15.4
10,50,45.4
10,60,79
10,70,113.8
10,80,147.8
10,90,177.9
10,100,208.9
10,110,237.2
10,120,262.4
10,130,284.1
10,140,303.1
10,150,321.5
10,160,339.6
10,170,355.9
10,180,370.2
10,190,382.5
10,200,393.8
10,210,404.2
10,220,413.9
10,230,422.7
10,240,430.8
10,250,438.2
10,260,444.7
10,270,450.5
10,280,455.9
10,290,460.4
9,0,0
9,20,0
9,30,0.2
9,40,4.4
9,50,13
9,60,22.6
9,70,32.5
9,80,42.2
9,90,50.8
9,100,59.7
9,110,67.8
9,120,75
9,130,81.2
9,140,86.6
9,150,91.9
9,160,97
9,170,101.7
9,180,105.8
9,190,109.3
9,200,112.5
9,210,115.5
9,220,118.3
9,230,120.8
9,240,123.1
9,250,125.2
9,260,127.1
9,280,130.3
9,290,131.5
16,0,0
16,5,0
16,6,1
16,25,1
16,26,0
5,0,0
5,5,0
5,6,1
5,25,1
5,26,0
45,0,0
45,91,0
45,92,1
44,0,0
44,90,0
44,91,1
44,92,0
67,0,0
67,101,0
67,102,1
72,0,0
72,110,0
72,111,1
72,200,1
72,201,0
56,0,0
56,110,0
56,111,1
56,160,1
56,161,0
66,0,0
66,100,0
66,101,1
66,102,0
62,0,0
62,100,0
62,101,1
62,140,1
62,141,0
38,0,0
38,100,0
38,101,1
38,130,1
38,131,0
27,0,0
27,50,0
27,60,1.3
27,70,4.2
27,80,8.1
27,90,12.2
27,100,16.4
27,120,25.6
27,130,29.6
27,140,33.2
27,150,36.9
27,160,41.1
27,170,44.9
27,180,48.6
27,190,52
27,200,55.3
27,210,58.1
27,220,60.4
27,230,62.6
27,240,64.7
27,250,66.7
27,260,69.1
27,280,73.5
27,290,75.5
26,0,0
26,40,0
26,50,0.2
26,60,8.5
26,70,28.1
26,80,54.3
26,90,81.4
26,100,109.3
26,110,140
26,120,170.9
26,130,197.6
26,140,221.6
26,150,246.3
26,160,273.8
26,170,299.6
26,180,324
26,190,346.9
26,200,368.4
26,210,387.5
26,220,403
26,230,417.6
26,240,431.3
26,250,444.9
26,260,460.7
26,270,475.6
26,280,489.7
26,290,503
25,0,0
25,40,0
25,50,0.1
25,60,2.1
25,70,7
25,80,13.6
25,90,20.4
25,100,27.3
25,120,42.7
25,130,49.4
25,140,55.4
25,150,61.6
25,160,68.5
25,170,74.9
25,180,81
25,190,86.7
25,200,92.1
25,210,96.9
25,220,100.8
25,230,104.4
25,250,111.2
25,260,115.2
25,270,118.9
25,280,122.4
25,290,125.8
24,0,0
24,40,0
24,50,0.1
24,60,5.1
24,70,16.9
24,80,32.6
24,90,48.8
24,100,65.6
24,110,84
24,120,102.5
24,130,118.6
24,140,133
24,150,147.8
24,160,164.3
24,170,179.8
24,180,194.4
24,190,208.1
24,200,221
24,210,232.5
24,220,241.8
24,230,250.6
24,240,258.8
24,250,266.9
24,260,276.4
24,270,285.4
24,280,293.8
24,290,301.8
14,0,0
14,26,0
14,27,1
39,0,0
39,130,0
39,131,1
57,0,0
57,160,0
57,161,1
33,0,0
33,140,0
33,141,1
20,0,0
20,211,0
20,212,1
19,0,0
19,210,0
19,211,1
19,212,0
3,0,0
3,200,0
3,201,1
32,0,0
32,120,0
32,121,1
32,140,1
32,141,0
2,0,0
2,120,0
2,121,1
2,200,1
2,201,0
55,0,0
55,25,0
55,26,1
55,110,1
55,111,0
13,0,0
13,25,0
13,26,1
13,27,0
43,0,0
43,25,0
43,26,1
43,90,1
43,91,0
71,0,0
71,25,0
71,26,1
71,110,1
71,111,0
37,0,0
37,25,0
37,26,1
37,100,1
37,101,0
18,0,0
18,25,0
18,26,1
18,210,1
18,211,0
1,0,0
1,25,0
1,26,1
1,120,1
1,121,0
0,0,1
4,0,1
4,5,1
4,6,0
